bar,price,hodl,lp5,lp30,lpLive,lpProp,arb5,arb30,arbLive,arbProp,kLive,kProp
4704,1755120000000000000000,2341824603787433579226981,2331403590171696325494120,2375422572571123787485798,2411641878608127983717175,2462431857338399768326703,284781288625974696081979,231937733145193590478904,177148031592882139986037,157533834268592341993286,71785427483171213,36723631084773110
4716,1786779999999999868928,2366029311702511096486522,2352368380253599782807797,2396835181504444741269648,2433342409387275313262358,2484894061134072147217538,284960989752394175795372,232001004986075917378953,177263040858623001693836,157596205439156751184892,68936270019136053,17178365852795600
4728,1816929999999999934464,2389079594192705866437752,2372159124237333765579043,2417061929395189257853700,2453873159250103635048352,2506159253452463730742999,285085846008524514879346,232053357304956677699192,177352469884002379692461,157687691700634339827504,0,21957483843440453
4740,1816140000000000131072,2388475623275051624226387,2371683792004190425284811,2416682597318870977358873,2453479668705371513969505,2505532974380802026320232,285511722518980346641550,232318322087444537211544,177655214938370936550261,157760672833726625582495,0,10989696116191646
4752,1834080000000000000000,2402191114746830003899883,2383412543092760904135004,2428767896695554441902880,2465743723322866154423423,2517921272680815040953541,286029609774834469990032,232677004848994917151255,178037154932815988559826,158006300602352665504254,0,0
4764,1827750000000000065536,2397351702204112206784202,2379319036983079799191035,2424616620134513637429080,2461533617196722995918618,2513588115553378895187104,286104935932583907972462,232685220965398200632343,178063208562461556472848,158043603822847548317265,0,0
4776,1769720000000000000000,2352986597961790251400605,2341278741066059176851186,2385953835342804629030111,2422249747383161185879730,2473437697077322949124140,286447916096237695930075,232923754590918535071451,178334778048783367056285,158267221868588203787863,0,50000000000000000
4788,1957729999999999934464,2496724031161841876383831,2462565666238937470894849,2509772731817484472066268,2548029264589054479539168,2602067486366131050016583,287649669214194895719876,233999272668181731278256,179348281610059879791520,159239288227007329680768,0,40201392389902573
4800,2384999999999999737856,2823380555194536282038614,2718146293420370541337099,2770695232053427784116563,2818410286033983239483722,2879428725175061851439456,291606503294268100486339,237722488075633959092162,183090688129977325688799,162431404393946417628760,93333333333333333,46666666672391416
4812,2530670000000000327680,2934748205288952690340278,2800004951196164507820962,2854459974735239347216490,2907184467648719979320053,2968664134661613140250325,293161603386652387587228,239061934475013377168904,183254643003468601204442,163192628977043539913532,67378050662261860,43937008348426686
4824,2625120000000000000000,3006957133355254401730383,2851857946750991390401889,2907648958693515540804937,2963348195777875911272040,3024983414520147996696139,294943741331058526618379,240651321069067501602688,183515914405656836944790,163821085734575956971331,93333333333333333,31306531476785476
4836,2622030000000000327680,3004594766095062051066145,2850226944538149246321950,2906130577449088438405103,2961628579726051420644020,3023232432250248112408835,295340758449890834880878,240949519184282798806451,183691213770257260846882,163944312822786000803843,84831052360627773,13948885868653550
4848,2502630000000000065536,2913311060312996365970995,2784612702555774948379718,2839346047574493946277495,2892180115505059768905050,2953531837556418141130112,295654844598580914761304,241246069912086956217925,183764415696041738899833,164107848723878991634979,90774539850240300,0
4860,2515360000000000000000,2923043401808857768046397,2791785311524644136091184,2847076508857535963554129,2899922575789013870853601,2961549487441475332588139,299178809586603987644881,244158061546914335395607,184729382140924512829736,167145633859164681199489,0,0
4872,2651209999999999934464,3026903464040796396486592,2866236174416120359316407,2923192917496972889323223,2977451476989937130040730,3040749676056363795470319,299953602028443669115989,244753797813571107566731,185335906662449901465274,167754433486658037377996,0,43333333358909373
4884,2564030000000000327680,2960252597457210805811767,2818772564631134113964201,2874986123425883713156910,2928349696809336647226262,2990511336157330884090397,300785304600469137219741,245529376225541323216748,186126685956386238904062,168000471088378743423880,0,0
4896,2569280000000000000000,2964266328239082082689486,2821686891292820438088779,2878048983038921510667255,2931468570521859301400485,2993636513570935469808279,300926473004696263034748,245644954491034258687156,186244478888846104956167,168089859065524894324428,0,0
4908,2658199999999999737856,3032247459881808750965234,2870146930139954757880475,2927622718905411040230177,2981917444807687075534697,3045104439184873264593167,301389240747780055961018,245966069171637116679634,186540241197371866382389,168498695309841250418403,0,50000000000000000
4920,2622720000000000000000,3005122284997825604282181,2850985188256983060902641,2908278063338459790394370,2962202630561672473852786,3024825324829174322160800,302443173010014319232799,246791249343375314694457,187383149022531691426704,168702933392273409322847,0,0
4932,2498809999999999934464,2910390593344090614267606,2782853813171380455626763,2838876898877244035330883,2891510560265565436139398,2952720039115102565660537,302624479189584572418679,246970711429917777477318,187568452145490918497134,168911441880812921345340,50000000000000000,28936461566103496
4944,2603430000000000065536,2990374691324990354271534,2840559684675838155581624,2897879696846244763995223,2951593885995785281629884,3013858979893120132832730,303312303630894649464699,247419889604267454884917,188053472889945444923139,169428511016937203860284,0,34677734849338760
4956,2609500000000000131072,2995015328628989809654992,2843909730991914190833899,2901394687575342888609020,2955168273252186783382547,3017395552991076112655529,303697766672529337042179,247612181132962823151749,188267054034572090202521,169464238325642662173921,0,0
4968,2496860000000000131072,2908899779053680802467081,2781908845470134245598673,2838356955772629940765508,2890952705352849766573443,2951774303007181913886225,304771228386707312952142,248686064879524880100031,189350856630677888007826,169732309518207779488428,0,19334904497147656
4980,2543280000000000000000,2944388804366943036899340,2807678876044596416801605,2864722106944189458553085,2917793090943598956460487,2979052905442043458200985,304949077602766243562703,248794404366259679675387,189482229295615668493893,169798806800666004374334,0,0
4992,2772899999999999868928,3119937920963907632971840,2931759877230641358351412,2991570234231227054074122,3047396954538222040440239,3112683379360165124599066,306477275640462638173835,249965378567721971167385,190183782860602641232934,170323001226415321007638,93333333333333333,37127349709251116
5004,2546449999999999672320,2946812333239045897946031,2809569366333766320385783,2867176294207736365024645,2920236155474412436810684,2983444106377660148070229,308181580095832735213418,251497661908096491155951,191276215022618886359184,171714973958859790514363,43333333344435706,23949902999815680
5016,2516979999999999868928,2924281924450122715326227,2793302122263867792238234,2850662508896024416093713,2903412581082753167807409,2966239057831234223272202,308480831589174331136879,251631677247496592405573,191411496357253311649545,171780450272538794903935,0,4614690447996066
5028,2552690000000000196608,2951582938968357423464189,2813108319839650134380065,2871099039083603239193432,2924208667133682374146676,2987380935468258122683800,309599937926065362258650,252560302991762474559638,192361471301257003909285,172374901581017766604883,0,0
5040,2532499999999999868928,2936147277161493347382236,2801997506611746361315134,2859851092389889155086399,2912752037823030692796894,2975675934125955739316373,309913680771319373244727,252779677578484056363574,192585222897732243445519,172605026606376462005280,0,0
5052,2443170000000000196608,2867852692257705731228450,2752186306330471642160475,2809171878849451139953459,2861126163185877351434335,2922913265814942383742468,310763300863304495847473,253399895407112088563970,193234284993379509200112,173260622160129936322908,0,17981838846393970
5064,2254260000000000131072,2723427190923619228023565,2643706811866386814172728,2698688723275152810984965,2748634670151679255536942,2809383334199988374479619,312093639328616180778578,254707182233681322810462,193788265200345997080757,174226261925117421771194,14072740938226033,27635922389457206
5076,2430390000000000065536,2858082124754400825704828,2745092429813682919076880,2802346012539156463525806,2854059271761597770932470,2917229112395873449249180,313057691655238811058577,255568981975501190096961,194514166801392032365217,175015331097852231292588,0,30585694558371833
5088,2448110000000000327680,2871629421793411786047253,2755121395236298508122062,2812699740791184998535324,2864597533219883876896889,2928003080969474821627142,313462298080873924619470,255864916366078004128040,194822261929907789693598,175302588775426996831336,0,0
5100,2463049999999999934464,2883051352818405209558789,2763539066520753509825852,2821344501940663568198348,2873385613691153970717212,2936982736327568210950225,313534954935095039706125,255915593978355171732482,194878195754303899395400,175364307543753258814758,0,17765774727052443
5112,2449689999999999934464,2872837363628721419919488,2756079722723451242091134,2813859281036999851682208,2865745002810994786493986,2929155321480112999871869,314047359007867228316526,256231902960201210623792,195260998543945746261439,175741767773861148826295,0,0
5124,2598329999999999934464,2986475638565455154845531,2838519277481046769055754,2898236195920713022678304,2951670158091444541674592,3016916148035134586796862,315002671342396010136205,257130647572728103332737,196169464090608219290700,176594227464580416000501,0,44006891425599073
5136,2518790000000000065536,2925665705919682859214262,2794770049603681024330000,2853649680127015561412951,2906261518482423185380257,2970494178104273483836113,315246477324882129960697,257289621599273221651252,196331967059497215663403,176743554822317573737683,0,0
5148,2563309999999999803392,2959702142949977802993036,2819392761428988323080467,2878845887356044067697678,2931912380758424460520522,2996701358209420503321716,315474146451765730965475,257398146077530503429492,196484971286858407371142,176924111807798602409979,0,37269985098765526
5160,2626649999999999934464,3008126849183111157565547,2854053781965154594297259,2914331319697360210226102,2968022181610938754201597,3033706540750246811407294,315830554673690393675362,257598297927666757115295,196722777216243734317649,177109695243010700278325,0,44278235311538823
5172,2985010000000000196608,3282100289753139535820133,3042588240634769632121631,3107111651636042369292290,3169477882171618733222916,3238672027315536874191546,317443724946021244873245,259153151229696441009579,196900303407451817392022,177967782138199179997847,93333333333333333,50000000000000000
5184,2965800000000000262144,3267413857692220358886696,3032822031443227611325949,3097248095848316633940321,3159215021695402279436881,3228190392146321640404822,317829728487109974538017,259383650903027527183060,197004182824250395807603,178011951805298241016364,84457741475597866,25998306640176340
5196,2981090000000000196608,3279103370769343436197872,3040674658896696408669910,3105393132154372643359273,3168215315729949515831146,3236895146613167987111597,318345312004736177457253,259680462799426361684785,197224606563051614566640,178157994114159359950579,71741698124504246,16376154462218736
5208,3434889999999999934464,3626042614353105852500051,3264001467535148933693883,3333812711278316359333688,3409876812652388851065667,3479696102926413297147332,320292241012494268027460,261543444232233523267506,198850264796986706157754,179707248694880990457117,93333333333333333,46666666671380746
5220,3554530000000000196608,3717509804970918923076475,3320414258205532478359931,3391608462594879325666001,3472249999490569470342313,3541681927982491572723824,321199216465155005025559,262200726835947702235679,198960529857531298661086,180073975898454179357452,77803416547800646,38561880284827023
5232,3810419999999999868928,3913142865880240230598292,3437902236120185802766058,3511773596109144665318521,3601701888289114954826872,3669943512511315903954953,321711991452395269793098,262644412588976057857357,199332131698587324454420,180400423984572950042502,100000000000000000,46666666672285593
5244,3674219999999999606784,3809015221596172214590489,3375961250457591932066472,3448661910334971853987145,3534484293053924921956283,3602896738655341159114133,322405793887092469349805,263044223453385574077122,199445510410428773934202,180427869797109709882535,66666666666666666,20949323541507976
5256,3721379999999999868928,3845069991819641812928642,3397634922953518683803341,3471090764544543020279250,3558081531912705176850605,3626199942409607255535426,323719740831739407268689,264150313020375637480845,199497562684370191004705,181574940890467856622168,38071421899626820,0
5268,3816989999999999803392,3918165763258695478192693,3441047879568695131788308,3515583075456788030074009,3604405529733604652205610,3672738481504601094604236,324311348601070184698862,264542987309067030115736,199873626460875704804219,181931098088729834045634,79419255708131466,41135019957894276
5280,3825639999999999737856,3924778862546923457238025,3444987236125678085629694,3519753197464326262939922,3608944416906250710286077,3677122302499773396295882,324716352342896678066226,264839697511946812949950,200258824761081384156981,181977596318812091625458,86958317567518453,15277996044546330
5292,3837980000000000131072,3934213041184707706501213,3450592979072592784309569,3525625559615728264560065,3614739425164260737192475,3683082319471293782905858,325232911381002522357724,265154827394415083974849,200369161252698381514238,182238192324983173894903,64126878715913986,35738312585166013
5304,3507910000000000065536,3681867875627868361984706,3298941240829434980161475,3370903624361394300040881,3455914257261491534252485,3522470151545891418718696,326045903420956269733003,265858167651774669641288,201174161766413427900669,182765101351558674820141,27679597564614900,31366038266325713
5316,3556000000000000000000,3718633649589835098059105,3321529066964155277476602,3394173042395518018092836,3479971690981518344265158,3546645496765212628160677,326683433125398481245771,266393673600799323451763,201531345844073932423451,182865490515210693642124,0,9493708024484620
5328,3619880000000000262144,3767471196703392914742095,3351301692435687470683987,3424845935592972745033898,3511403711993481100644416,3578495599677785625365742,327774430694424178322580,267204313383089179572509,202371265652198292134101,183441199960285193900896,0,0
5340,3919200000000000000000,3996307367680686165818470,3487159942079312029458766,3563870805374023318456267,3654215472094950528520429,3725151336764364494579999,328454482448942288730843,267818053221554636802422,202893628286745473700338,183611264584888171451855,50308823440019393,36560547141326580
5352,4181140000000000393216,4196565775491015041326600,3601872166927571961312947,3681350722660542566196207,3777726593789124517121594,3850966265707359481752571,329416889754980669404646,268686112507926212474514,203097842082960083091574,184263670670492936037842,78151357230150366,34795628096884130
5364,4290989999999999803392,4280548313850815800103252,3648950866491411261195847,3729716450293553003515443,3829500058120455172770830,3902554216695032169834252,330498359707093987528727,269509721711044067456127,203185274057977926384301,184468670156621807341138,85162431068308493,27090065981365100
5376,4720899999999999868928,4609223171076689275361049,3827459502450054741903759,3912449566074593697417946,4026360649275426627001034,4097523167807653745827120,331898541495591875305731,270560735353706710686330,204001218789821071776205,185865652579563787494098,86666666666666666,43333333353497526
5388,4391319999999999737856,4357252620392824458918467,3691515016915412133493670,3773782146158513984668643,3880181342341569504294073,3951341483452112807857971,333578055465926125737222,271916177817829595102764,204039079885817402143855,186212983685696112825440,57386090099747773,0
5400,4277109999999999541248,4269936774183695717734268,3643256808464218429483028,3724669781184208595361546,3829925381849431293772192,3899927398344167920801991,334753490134377310613009,272838360602234787970016,204734485640059041655157,187032990413659723680472,0,41291284093269713
5412,4195350000000000589824,4207429606807299897562400,3608344408251581081041405,3689283820173289426852434,3793533699282384070736990,3862452915586470909750032,335930333947948697885066,273779976248793631991028,205714533374146237644471,187671974713159670477054,0,31258533243693850
5424,4274100000000000393216,4267635568535415234674868,3642108300520991127786522,3724003759398782553537980,3829234122333150235864191,3898845278578638476667803,336550065584023441710693,274273202477010423020608,206221258630361705151404,187997581942872784529566,0,0
5436,4747160000000000262144,4629299470187543684943660,3838468103364986580804742,3925158584575808426784576,4036392399529210893346670,4109748522954597579883056,340637554286313724555322,277999116765627040606309,208690485472766075171449,190534984076810886950769,29184794497834173,21813016568383583
5448,4428220000000000131072,4385463413888282864006795,3707351379858689647205404,3791317647753878089991530,3898421742195236759003542,3969379254800981620072853,342057731646088879987351,279192083569714855440703,209533648532370461075329,191483720309217328124995,0,30527279968910166
5460,4595760000000000000000,4513551119639763201958280,3776901078423723433042197,3862671073325122043159178,3971789203577346144167130,4044054141189872742812274,342920074815039504501688,279859738867454763745955,210224040999984067401037,192105888721742923704614,0,0
5472,4392970000000000458752,4358514078638548040394946,3692696383043455277688265,3776765944061194250627570,3883456623125414590154731,3954027082946853312141415,343780460571733908096387,280490637142975223510624,210871820198426466287584,192653738453846024644772,0,18561502675815230
5484,4393739999999999606784,4359102759153218964755201,3693073421636734052557142,3777305307804321858350792,3883997981706123557519319,3954516490679745741316249,344456263516614466202821,280954126111252409563365,211375525925340276520040,193010398715398461965904,0,0
5496,4372870000000000065536,4343147223645083404745662,3684340072861152265363599,3768514519823479883237032,3874949996977908477956215,3945176777930659018349566,344840947540314997089978,281192528404400854813377,211630066318973352015530,193089445117656723055561,0,0
5508,4418000000000000000000,4377650017966233362904409,3703364887222252199358580,3788199083117664445213840,3895185805925026040292728,3965679612044505626206906,345667980970657027907089,281927095772758202136224,212379002677335225041189,193795817631777238539815,0,0
5520,4311760000000000000000,4296427397344059940736099,3658609961574451039425044,3742532270607676758994605,3848224812143359512101873,3917841123382070986162374,346161857853313298035110,282260550697590644747813,212725891056317226195483,194153062595058824121376,0,0
5532,4348249999999999934464,4324324737578464006733091,3674097349287519193355014,3758453154540846592062844,3864572009654044358767946,3934481350264897700349478,346474124753986722557811,282457921021626917450752,212982702334577247572520,194422986017699859447114,0,0
5544,4431800000000000262144,4388200396021441648241382,3709278005096480742721111,3794600110768221439899452,3901713960680543711998055,3972292079596963001989302,346965670696097929448007,282828039619199834520544,213401410991133703371133,194852358909956854140305,0,46666666670726060
5556,4722720000000000000000,4610614597747734950937918,3829139268787267302989586,3917405545036500011171650,4027993647738902089939001,4102643545142390368022030,347497192035218278068295,283330556186056743514368,214040662679855470407910,194937035041201759161422,65309547293795920,43333333364361313
5568,4532419999999999868928,4465126413406636027563388,3751246475409379887210890,3837849386353562048730723,3945957203147333957395972,4018440162201261072381303,347894811665501537072215,283613469631150910301859,214234732382737849869551,195039485018094835624419,0,22030534066885086
5580,4493010000000000196608,4434996674337362131861191,3734935794265799105401790,3821234313938083804845130,3928854360680065686841953,4001007946228216401207165,348072016047364178676275,283704817419210897699227,214363853572487453604518,195169700164655899005494,0,0
5592,4516189999999999803392,4452718251389530438383008,3744595856405690394615813,3831214368969746652563400,3939082820445469859514952,4011380246489728753156578,348299259648190772247337,283870914656445221458967,214545019051696809776290,195325712837777075227208,0,0
5604,4463500000000000131072,4412435684742477846217542,3722714672008036117254408,3808893737061287805935229,3916113080373995798396550,3987939060896057932862009,348386929179907359366847,283943498298158293970036,214625308213895239112118,195362640379359292171091,0,15745042823112366
5616,4195760000000000000000,4207743060068353705698259,3609397085905253317456994,3693155420828633227030395,3797438516861267753236222,3867997935914791033426529,349274819916669345282152,284792526366972311851178,215107062777235040082713,195532834235612495988837,0,42999477962287450
5628,4004530000000000196608,4061543871988752965532790,3526223126607048136905138,3608166573452104883194500,3710409592937931649935934,3780936570610630048427532,349591652443668824468931,285083272931146954672778,215687479478362589355779,195690434155712339820473,86248195509275706,50000000000000000
5640,4004840000000000262144,4061780873234926515995278,3526412635031653205825571,3608551183930181633081692,3710878770694202432475001,3781588292303154328522964,350214831256698379735051,285653694429808447541282,215780039611880769389121,196033396036382475692739,42504503890853233,18971578805010460
5652,4105709999999999803392,4138898020657338078706771,3570584219742335409215443,3653832391686546699714388,3757126409334737148456327,3828880834712476579451600,350536332731974411044077,285948107188416768909741,216337614217905901050263,196211718715407090844957,0,0
5664,4300989999999999803392,4288193515340103061836179,3654565466465530337466731,3739949969104282959973958,3845633717155997066628040,3919040351646006042095929,351313715660500067752251,286597659857426157911530,217062915457757512146597,196993181663583220532315,0,50000000000000000
5676,4482729999999999410176,4427137407206375071039596,3731015525190657527500062,3818306222401419264031455,3926227307034770413049512,4001920417558805283515116,351520289995197971274759,286802246222031415286514,217445651904940678890632,197097524638403276894049,52039228985624440,30064133100813273
5688,4552449999999999672320,4480439751989670825976923,3759955388708823690014656,3848057389581073582624070,3956739534927514772455183,4033494504842077923835263,351774484040080762568854,287046495757307717015484,217609306988968519908444,197219509743392393857840,0,32152312620377560
5700,4712569999999999934464,4602854718236115776864982,3825558166856811966107276,3915354113264938757856283,4025711438557561014003151,4105226447623129060504377,352269265507229537773072,287457181386623203060529,218168187694888284030932,197384105034763380093167,86666666675163286,42725090425995580
5712,4375289999999999934464,4344997362405487125168153,3686188931837910379830376,3772950757487178975364528,3879247497988649444384626,3954956804140925410585822,353478038122741666668010,288336885825067481541624,218992734212825379476935,197723175467800786522155,0,50000000000000000
5724,3843630000000000327680,3938532580026156908316012,3455073800929696791493447,3536794827849478138585123,3638378320508949006256422,3712098690953690554757410,356338131543958390485530,290921534354004829721945,220418261407521042884021,198967218498333724012217,86851047031127106,46666666670932783
5736,4084089999999999934464,4122369095037506193383723,3561590744550127764040769,3646149202762319611596111,3748903101993741369523677,3826523505829686363432835,358292272566672037124699,292771895757643012511184,220642365446523112113560,199206954103985052042460,0,26552594227845473
5748,4102899999999999868928,4136749719038847514373847,3569864657382434819664830,3654929406484242117992851,3757934087585879055511332,3836194368880133361904461,360150254520021873044066,294386606724602876451909,222306217114300880882775,200402861539939934823278,0,0
5760,3778729999999999934464,3888915222360685566597511,3426020345588035945579080,3507958939702299435218515,3606817365760128235350266,3682441441713562263982818,362342495599470439569457,296109212940552838893227,224077031397795827731593,201390535904234337225546,93333333342276480,44277120457085213
5772,3925489999999999672320,4001116199417442628710669,3491950390167424199113065,3575563516247485637206636,3676321095526309884740410,3752752141491377080142204,362511966419971318059135,296231177406702553685568,224198720444702996452642,201394156936251052811895,0,0
5784,3891639999999999737856,3975237192376214077424220,3476903159940129038557518,3560311636662577588683461,3660621891400092059617584,3736665557981893894668954,362832441269510235434540,296536610391775836786608,224515450511713459236145,201817425285178755993337,0,46666666671533663
5796,3864640000000000000000,3954595148355136861970504,3464898353878239457781309,3548284847804959211296912,3648248542028216422360603,3723970928163385590000894,364680771382875853466059,298028832313113864080729,226058326678518999320080,203295842405900641410724,0,0
5808,3941250000000000196608,4013165036964555426955122,3499109264674510081886046,3583398987783613291770657,3684344203333068419417865,3760810932774495061825299,364896225317334179170761,298167942013555746957704,226209188554006336957712,203458615956811525512078,0,0
5820,4162649999999999410176,4182429797937329890003390,3596101823661185530194287,3682889122581653875393563,3786999404192553358634486,3865581071202561205050668,365519833379790423512044,298661601264728423202697,226484205492565020185964,203721359190102503321961,86666666666666666,40053750693127860
5832,4012300000000000131072,4067484193545932994162082,3530606263575487054637096,3615925920928630195703871,3717811129956933188153123,3794898757229249026855205,365889018690951592946216,298922727593482422966737,226810435011823422394743,203839883590282474016038,0,0
5844,3873400000000000262144,3961292344859755291456552,3469036181636617310032614,3553177715690123256751868,3653136882649531676399870,3729238642669654157499143,367260742704034479793170,300061325190218220350518,227451801816923471211674,204382465379812026935889,0,17433007661607686
5856,3890499999999999868928,3974365639406432169304560,3476713757590964890291564,3561070832381490632937938,3661250433671133384282337,3737510878977428120676223,367361697688412107337199,300084391208786251948728,227485139202017107844834,204433140184278440511208,0,0
