block,phase,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on,lp_vf,cum_lvr_vf,cum_noise_vf
389,1,3093250000000000196608,3102333544686144284364,3102335968785160888391,0,2,422447452074922927,7675885824194172317392647,7673839434037931303080185,86111018769608034940314,87891759512284780555058,450745902377540874330,7679609426149029669514377,82757603523453526115050,1254698380526539422316
390,1,3175070000000000327680,3166742630736897843705,3166740414435792570579,0,2,268143728146303601,7776739567255748370586670,7774666288623758648218796,86633120445911920473522,88413686798941337689422,450745902377540874330,7780547744819477608278267,83248219203111759425980,1258367704697707081237
391,1,3196690000000000196608,3187305739449212429093,3187303242448018659161,0,2,16019968453180985,7803173422198981025044168,7801093097209167137809584,86719534118356519363887,88500090281279161666860,450745902377540874330,7807013318200191119568473,83320462410546258166678,1262851623457004747999
392,1,3202060000000000131072,3198844453734221966902,3198843596885668153907,0,2,91460686616607933,7809717349432729420933414,7807635275861923119174249,86740356308221974545379,88520913982828152653323,450745902377540874330,7813568351982001638134933,83334823747072736347986,1264263544594377309896
393,1,3118820000000000393216,3109023066015463278889,3109020459611887390306,0,2,135020442744800317,7707547701238039986054606,7705492870696788734103872,87358757443204469326006,89139137178664111320078,450745902377540874330,7711383302525598709302491,83922334424515741503879,1268090046430904838410
394,1,2979409999999999672320,2991777684439362440547,2991780985965257158899,0,2,214279582581584657,7533323120937792252463569,7531314742273235706789585,89066371852718976737509,90846229117938287262032,450745902377540874330,7537140921497427288578643,85569058054507627831169,1274337243076888790909
395,1,3028590000000000327680,3032082930870584745907,3032083862604313280509,0,2,472198203099485274,7595228477638312021919571,7593203587042592628358005,89208363629610304253745,90988157422139680362209,450745902377540874330,7599102796658445568813403,85687743241599688480715,1276504294080500248141
396,1,3021789999999999803392,3026489080687935834245,3026490334285922320223,0,2,297731926826462853,7586698049377143329153762,7584675433545474525388200,89219329298402632946317,90999122148931856017631,450745902377540874330,7590577053646318328250536,85692480534530261843479,1279338345512555568951
397,1,3021400000000000262144,3028618694441666257711,3028620620610749264076,0,2,310987572004851457,7586211564663522085603806,7584189080186302003096426,89222015050443097293391,91001808506814464844264,450745902377540874330,7590096740964139737800399,85692508414189879817519,1283101167035799706701
398,1,3055229999999999803392,3042205677890146673745,3042202215789648306430,0,2,299990991291976365,7628575947222333526436806,7626542174774766080266687,89294993439763781045690,91074756832333135730368,450745902377540874330,7632500530995867075479783,85753652501479340536960,1288912758572929304249
399,1,3105040000000000000000,3113090499116782628220,3113092647345860235852,0,2,223179286673748090,7690498507148310869058379,7688448220283090759267452,89696775825284892182723,91476476823422023602486,450745902377540874330,7694483361107144929384762,86130375644887120991294,1292080797160035886366
400,1,3144809999999999934464,3138492635452965140519,3138490953331319572494,0,2,99077984517546943,7739589985429827697848715,7737526609404913347748752,89796199884453060387178,91575860844492943117553,450745902377540874330,7743617810816173198015002,86215434805997105881941,1294984910891472770437
401,1,3122659999999999868928,3109834127919784745068,3109830718171069981674,0,2,187889252016289236,7712297930695361731488862,7710241837358998664327970,89820857598273507344288,91600506759983217219346,450745902377540874330,7716323908318361231875861,86233246921282073517801,1300513038866142953839
402,1,3071820000000000131072,3069954259846783004087,3069953762533716927433,0,2,50383716125465045,7649242519426577025514602,7647203228179165684203309,89965495259975983387819,91745080080967511879694,450745902377540874330,7653252242583637299566488,86362245132594803279736,1301291770017622073298
403,1,3084000000000000000000,3080493892359021948532,3080492958177485796791,0,2,118517329836850283,7664393316934325188415252,7662349986950307591871503,89985458459428902469316,91765039374763547437742,450745902377540874330,7668418448486933178488114,86376208010319430523339,1302783034143640128262
404,1,3082230000000000065536,3067718604354019953173,3067714748256642636415,0,2,65017175051213019,7662213679942749653090273,7660170941751555833384750,89985762499591647586614,91765343661163821309057,450745902377540874330,7666248527237755071264004,86376208010319430523339,1313345418508035699597
405,1,2971609999999999934464,2958863322193760642607,2958859933963881308826,0,2,124739157873856131,7523456899528449864321965,7521451151852019550253909,90938594110410670806398,92717846011049218329920,450745902377540874330,7527450473590965980899535,87263729266417062278031,1317765997447976170461
406,1,2878960000000000000000,2876814321611206617991,2876813749739817699108,0,2,470598760282405379,7405226970378673363714824,7403252733870619835821126,91632334775910256598637,93411343703841628232787,450745902377540874330,7409198141539548449163293,87919252395310532602870,1318824283522712914162
407,1,3023360000000000000000,3032558043983182702341,3032560498702966517521,0,2,611263125972400676,7588675127223022000018595,7586651987745245690825778,93974150966449397501380,95752554299959368289042,450745902377540874330,7592833638474112857049689,90177358255763964001333,1323870338291098839361
408,1,3037219999999999868928,3046775546381134311630,3046778096575005986983,0,2,15892742180459653,7606050240723012983742377,7604022469366857638910616,93976394432870273358592,95754794805146978551558,450745902377540874330,7610229246616768883953820,90177358255763964001333,1331095295853567597951
409,1,3037239999999999737856,3024063769458921431540,3024060267177097344032,0,2,21830942203011508,7606083873559680438136519,7604056097811376360356509,93985736466450222883977,95764139336529232842308,450745902377540874330,7610278111200507664435847,90180296319836696666561,1339904496383262740171
410,1,3021360000000000000000,3016382455854691386990,3016381130126315699619,0,2,44915107830387720,7586158525877024246242453,7584136054036159659369207,93986495179673614884575,95764895884579784917781,450745902377540874330,7590342828586576050257724,90180296319836696666561,1340135081003350589708
411,1,2953420000000000131072,2940704626074889385951,2940701246206281315729,0,2,69227813783683464,7500395160583528426262641,7498395561216822989195642,94403684104225058767808,96181956206494071824352,450745902377540874330,7504575489696487128204941,90599570848031255491054,1346844680778984028578
412,1,2845100000000000131072,2834974198544144969102,2834971505495052684692,0,2,283581351650557459,7361562209781637979313094,7359599620276071888431250,95408898115030442378622,97186832332935479348887,450745902377540874330,7365728108964297967659612,91549361375935455171040,1352889674645755725661
413,1,2831609999999999934464,2819900694042791125078,2819897581197708759872,0,2,484754471997191416,7344093196751252842434300,7342135266657236716322668,95410192394049322052121,97188124197360981013939,450745902377540874330,7348260204436916557611669,91549361375935455171040,1361301324444177599575
414,1,2806400000000000000000,2805618374980048483841,2805618166586456671822,0,2,508399677492358889,7311312024076759280786874,7309362825098354960946041,95431241492852277216966,97209158004853790053500,450745902377540874330,7315469665724888270855593,91561778217644833186751,1361804149399170945758
415,1,2716800000000000000000,2713128650182642476096,2713127672130907683753,0,2,532442727134672366,7193652622276840616473170,7191734792185698559157475,96361814962687667347279,98139479087150872088535,450745902377540874330,7197796296895005124425990,92442209806728988718779,1363918599267228157144
416,1,2685889999999999672320,2694214574117847795072,2694160879984021053331,4114914011475124,2,661154182358896846,7152694545797215451779948,7150713111459118832695495,96378411886073295579225,98230478295309955977014,450857784623016289103,7156764501433106726345071,92514855423280889405807,1369631060305051227597
417,1,2702599999999999737856,2706451673449949999263,2706452741054305732677,6068030376490673,2,682606341195817450,7174903169145602375830577,7172915693837070311967776,96387072765265333477576,98239248190275543494578,450857784623016289103,7178993545879073016404668,92518345371989468226026,1372029570919536409497
418,1,2750720000000000000000,2761696035427033681941,2761699079702958211730,1369957299255948,2,605160630169278239,7238508712615415251069157,7236503625257091407208430,96625244739543813208350,98477342611747026234624,450857784623016289103,7242665889109368046801502,92732175122048218072755,1378000027066179395131
419,1,2764649999999999934464,2752478281575568210320,2752474920174933770190,0,2,292972825336078631,7256817211307585322464046,7254807054255012730258554,96626281431286541549822,98478376880101878980208,450857784623016289103,7260993764810386815361863,92732175122048218072755,1385054711925587469068
420,1,2751360000000000000000,2748608004154177557055,2748607242201592856455,0,2,318763284486539386,7239337297774197361676433,7237331973453804800679344,96626430861970904163367,98478525372837138537485,450857784623016289103,7243504645644186859748663,92732175122048218072755,1385725194128542490750
421,1,2755000000000000262144,2762361190768816195544,2762363231773527776465,0,2,330849122928576657,7244130012386436571237318,7242123363533356303331954,96631316646097476353590,98483410969494779662866,450857784623016289103,7248306272854303922246971,92733157875325630089575,1388959901031365745737
422,1,2733789999999999803392,2728648267749977902670,2728646845086180150353,0,2,239110465411045965,7216187609684318001122379,7214188699186802618183168,96728821395332516298344,98580902564695621275374,450857784623016289103,7220361258892070767824588,92819234793427696807368,1391017296435619982684
