id,block,scenario,pool,kind,zeroForOne,amount_in,amount_out
1335,11156430,2,control,arb,0,18831377715712841757239,1378317670067394896
1336,11156430,2,poincare,noise,0,20582927464814626957145,1462520559707315827
1337,11156430,2,control,noise,0,20582927464814626957145,1497286703053294639
1338,11156431,2,control,arb,0,21904031278671616316087,1582899997077090497
1339,11156431,2,poincare,noise,0,30858782930574563714579,2173750315889860809
1340,11156431,2,control,noise,0,30858782930574563714579,2211873347237467870
1341,11156432,2,control,arb,1,853168187125662345,11937806086078240315388
1342,11156432,2,poincare,noise,0,33103769398069365505398,2309436466009530470
1343,11156432,2,control,noise,0,33103769398069365505398,2358155339573917338
1344,11156433,2,control,arb,1,921653351355324113,12978390191159164230137
1345,11156433,2,poincare,noise,0,19772939818414800940606,1368563436597574308
1346,11156433,2,control,noise,0,19772939818414800940606,1402699725307142069
1347,11156434,2,control,arb,0,12120755175750549825644,855648018995528465
1348,11156434,2,poincare,noise,1,878876364455473480,12075548811726410202484
1349,11156434,2,control,noise,1,878876364455473480,12449170503576050429212
1350,11156435,2,poincare,arb,0,164502171236048752953916,11179029060899891623
1351,11156435,2,control,arb,0,64277974142231745972151,4502083424712013816
1352,11156435,2,poincare,noise,1,2521204401631045730,36113553151551173149614
1353,11156435,2,control,noise,1,2521204401631045730,36151663031418538779833
1354,11156436,2,control,arb,0,59356341446385712477147,4124936840739274492
1355,11156436,2,poincare,noise,1,671702429056846380,9555385900349859966189
1356,11156436,2,control,noise,1,671702429056846380,9738876282211895020445
1357,11156437,2,control,arb,0,50146415812212699415694,3437614631871414398
1358,11156437,2,poincare,noise,0,3248629897199810903492,218275273419543828
1359,11156437,2,control,noise,0,3248629897199810903492,220908806741332976
1360,11156438,2,control,arb,0,17247038048306097762877,1169200347517509109
1361,11156438,2,poincare,noise,0,13607053198797938063643,913574432091736719
1362,11156438,2,control,noise,0,13607053198797938063643,918176673975408779
1363,11156439,2,control,arb,0,2694869687884210324841,181400447689889164
1364,11156439,2,poincare,noise,0,32536676448770819900433,2167626708688751527
1365,11156439,2,control,noise,0,32536676448770819900433,2178649602659837873
1366,11156440,2,control,arb,1,97692379592906492,1465759378791530995221
1367,11156440,2,poincare,noise,0,25917105141443391700947,1702074100301214707
1368,11156440,2,control,noise,0,25917105141443391700947,1721094627101530736
1369,11156441,2,control,arb,0,16777014111037799410167,1107076636209168781
1370,11156441,2,poincare,noise,1,297491769123120484,4317709370505932451859
1371,11156441,2,control,noise,1,297491769123120484,4516498871790071307269
1372,11156442,2,poincare,arb,0,191916740137450848733004,12265034141925603994
1373,11156442,2,control,arb,0,39460371583710268038490,2585782966932844753
1374,11156442,2,poincare,noise,1,2610622933791767394,39787370036318750929635
1375,11156442,2,control,noise,1,2610622933791767394,39837216846166068910976
1376,11156443,2,control,arb,0,84159104564156200297895,5479348644223761721
1377,11156443,2,poincare,noise,1,2963516176862636962,44610927755574004356274
1378,11156443,2,control,noise,1,2963516176862636962,45776587735916457589375
1379,11156444,2,poincare,arb,0,187000415989972435291882,11803797355123875525
1380,11156444,2,control,arb,0,98189910310459919360919,6308278243384726455
1381,11156444,2,poincare,noise,0,4524344024846203178113,277976549159330192
1382,11156444,2,control,noise,0,4524344024846203178113,286334619884104703
1383,11156445,2,control,arb,0,45098301905667507487315,2833730220872112916
1384,11156445,2,poincare,noise,1,2172032760562982316,34145120470709597828404
1385,11156445,2,control,noise,1,2172032760562982316,34620097890967366048931
1386,11156446,2,control,arb,0,49056225442389839886057,3071346097824578081
1387,11156446,2,poincare,noise,1,2198117529782075782,34216687580462972641529
1388,11156446,2,control,noise,1,2198117529782075782,35179455629504138712194
1389,11156447,2,poincare,arb,0,153939682635498044075119,9533779670539382949
1390,11156447,2,control,arb,0,57093748004652052732973,3556169695618120557
1391,11156447,2,poincare,noise,1,1363571532843581498,21994575789590704985160
1392,11156447,2,control,noise,1,1363571532843581498,22003074768806711220601
1393,11156448,2,control,arb,0,38575765764935445479636,2384940272688766693
1394,11156448,2,poincare,noise,0,14733205724341349272400,878380210155549198
1395,11156448,2,control,noise,0,14733205724341349272400,903941108190305198
1396,11156449,2,control,arb,0,18188700380421178455399,1110714659365073029
1397,11156449,2,poincare,noise,0,1577790677597031991595,92813888571631538
1398,11156449,2,control,noise,0,1577790677597031991595,96078362144752816
1399,11156450,2,control,arb,0,26696716666877003791659,1619153059151136671
1400,11156450,2,poincare,noise,0,33132069194211344204600,1943846090026769631
1401,11156450,2,control,noise,0,33132069194211344204600,1992474792888135033
1402,11156451,2,control,arb,0,16061055952402007888309,959173071741668955
1403,11156451,2,poincare,noise,1,526065654642897320,8565195771820006802191
1404,11156451,2,control,noise,1,526065654642897320,8817818867217017198966
1405,11156452,2,control,arb,0,34426657198381397964345,2046487239545741505
1406,11156452,2,poincare,noise,0,26777501843091146369040,1565817739664212043
1407,11156452,2,control,noise,0,26777501843091146369040,1578154916836390036
1408,11156453,2,control,arb,1,529844949180786408,9012624547059432254615
1409,11156453,2,poincare,noise,0,32872712543899539054557,1899229453738074895
1410,11156453,2,control,noise,0,32872712543899539054557,1926130911104979815
1411,11156454,2,control,arb,0,23273516853300125354018,1353038126827917764
1412,11156454,2,poincare,noise,0,14327860389272790732417,821772054979487218
1413,11156454,2,control,noise,0,14327860389272790732417,828625610051066017
1414,11156455,2,control,arb,0,2041991163803681146980,117826755408163563
1415,11156455,2,poincare,noise,0,42882181739169341793557,2440202414581764437
1416,11156455,2,control,noise,0,42882181739169341793557,2459060011072212336
1417,11156456,2,control,arb,0,3101633467964899642622,176734880207399685
1418,11156456,2,poincare,noise,0,18751906058267838745416,1058279899398459741
1419,11156456,2,control,noise,0,18751906058267838745416,1065297457189495963
1420,11156457,2,poincare,arb,0,200870093960639967935765,11002154198969341285
1421,11156457,2,control,arb,0,36831290900692079864330,2076485709536852740
1422,11156457,2,poincare,noise,0,40903490404019279806446,2170797837404004340
1423,11156457,2,control,noise,0,40903490404019279806446,2281693299598107639
1424,11156458,3,control,arb,0,5691205164960783754455,315458947580469519
1425,11156458,3,poincare,noise,0,47774973380813454310573,2506220709239620409
1426,11156458,3,control,noise,0,47774973380813454310573,2629014661693969089
1427,11156459,3,control,arb,1,412025833822801113,7528359882444131134321
1428,11156459,3,poincare,noise,0,9357528855656495403412,487310685045596421
1429,11156459,3,control,noise,0,9357528855656495403412,512009501661905078
1430,11156460,3,control,arb,0,27898643640527281867588,1518864019685099227
1431,11156460,3,poincare,noise,1,337596970400172420,6160772777521008923414
1432,11156460,3,control,noise,1,337596970400172420,6219158428394868981504
1433,11156461,3,control,arb,0,31946589433455736591736,1728190687451708305
1434,11156461,3,poincare,noise,0,52115078928835717267829,2708846009332471085
1435,11156461,3,control,noise,0,52115078928835717267829,2787694979650575982
1436,11156462,3,control,arb,1,1908429155069488164,35755689764934820190153
1437,11156462,3,poincare,noise,1,214649771172480162,3965073332063729091132
1438,11156462,3,control,noise,1,214649771172480162,4000331152785588975819
1439,11156463,3,control,arb,0,45318176962730146760266,2418323194918942980
1440,11156463,3,poincare,noise,1,784779254560943966,14461355263369169734890
1441,11156463,3,control,noise,1,784779254560943966,14766479342303408855991
1442,11156464,3,control,arb,0,66251069241964310745167,3497038992043369295
1443,11156464,3,poincare,noise,0,48164960292566799281935,2495663097059547653
1444,11156464,3,control,noise,0,48164960292566799281935,2504197154066841280
1445,11156465,3,control,arb,1,1586315049728364742,30581547371113468501252
1446,11156465,3,poincare,noise,0,55915033205507494125958,2835048395979705890
1447,11156465,3,control,noise,0,55915033205507494125958,2890794094968093202
1448,11156466,3,control,arb,1,5564322965200066952,106904552024912006127749
1449,11156466,3,poincare,noise,1,2379707113960649252,44692896217498633971049
1450,11156466,3,control,noise,1,2379707113960649252,44812860034947894300189
1451,11156467,3,control,arb,0,26225606246036636675658,1396106329963880266
1452,11156467,3,poincare,noise,1,2424912171904543110,45007830554102209269140
1453,11156467,3,control,noise,1,2424912171904543110,45434775673290499983347
1454,11156468,3,control,arb,0,21102522092769223474087,1129924657082763419
1455,11156468,3,poincare,noise,1,3012738129338996112,55181520932999356542239
1456,11156468,3,control,noise,1,3012738129338996112,56003310002733445380605
1457,11156469,3,poincare,arb,0,94817523788267967241955,5149738882323851398
1458,11156469,3,control,arb,0,39168565593625841410320,2111844009199121618
1459,11156469,3,poincare,noise,0,22558482079330898304935,1206330410862957467
1460,11156469,3,control,noise,0,22558482079330898304935,1206272977526399890
1461,11156470,3,poincare,arb,0,12063688466396617411923,642188256575805020
1462,11156470,3,control,arb,0,11515551687224301025980,612980018446977749
1463,11156470,3,poincare,noise,0,8246971845836690199003,437845592660861532
1464,11156470,3,control,noise,0,8246971845836690199003,437837991835498567
1465,11156471,3,poincare,arb,0,21120053410698617335452,1117002074964469108
1466,11156471,3,control,arb,0,20655115875464398170215,1092393391507190245
1467,11156471,3,poincare,noise,1,816519575923149978,15450044560513799812429
1468,11156471,3,control,noise,1,816519575923149978,15449543489124220458582
1469,11156472,3,poincare,arb,0,59075321461249724054195,3104399547259134982
1470,11156472,3,control,arb,0,58384146801406553819304,3068177925712772556
1471,11156472,3,poincare,noise,1,350201872236050100,6709814225497948469567
1472,11156472,3,control,noise,1,350201872236050100,6709720252348796874232
1473,11156473,3,poincare,arb,0,35274355590028510906649,1834257774371134583
1474,11156473,3,control,arb,0,34822028973596388050425,1810762262406233359
1475,11156473,3,poincare,noise,1,1382292530285943148,26612577477620218963856
1476,11156473,3,control,noise,1,1382292530285943148,26611104717463831886571
1477,11156474,3,poincare,arb,0,42646057855020790694506,2210510930144065311
1478,11156474,3,control,arb,0,42390743693402200415289,2197398610523610350
1479,11156474,3,poincare,noise,1,633804003680411470,12275772425654028682041
1480,11156474,3,control,noise,1,633804003680411470,12275459695665045759279
1481,11156475,3,poincare,arb,0,54878362398003170368883,2761550465309505270
1482,11156475,3,control,arb,0,54203567216921184046534,2783329983388111497
1483,11156475,3,poincare,noise,0,41845046034254268922200,2080000032115484840
1484,11156475,3,control,noise,0,41845046034254268922200,2121965761037606886
1485,11156476,3,control,arb,1,17584622187388557,348643697150062782570
1486,11156476,3,poincare,noise,0,55450791587919871257605,2667048642905223753
1487,11156476,3,control,noise,0,55450791587919871257605,2776944340930607571
1488,11156477,3,poincare,arb,1,224933728765169195,4517451491425563878975
1489,11156477,3,control,arb,1,383381259941320489,7702859884216439881918
1490,11156477,3,poincare,noise,1,2673792347422008312,53305574009590379745741
1491,11156477,3,control,noise,1,2673792347422008312,53299681498380620286035
1492,11156478,3,control,arb,0,36991928569549845759629,1859617759375530844
1493,11156478,3,poincare,noise,0,52299387727723572456118,2544947341049910542
1494,11156478,3,control,noise,0,52299387727723572456118,2599024382710906501
1495,11156479,3,poincare,arb,1,2957907804297159419,58900781336262107983455
1496,11156479,3,control,arb,1,4782910151553248014,95705570026057556974500
1497,11156479,3,poincare,noise,0,24614024706081942921818,1229061998905662032
1498,11156479,3,control,noise,0,24614024706081942921818,1241412712943610323
1499,11156480,3,poincare,arb,1,2690534893101938764,53147503360383378998657
1500,11156480,3,control,arb,1,2673072414890949985,52806112926745787078884
1501,11156480,3,poincare,noise,0,43006904638164128907329,2179993605636535733
1502,11156480,3,control,noise,0,43006904638164128907329,2179796643895733465
1503,11156481,3,poincare,arb,1,4576644900869347231,89746885547152809375155
1504,11156481,3,control,arb,1,4537603494766730693,88989333294347878434231
1505,11156481,3,poincare,noise,1,1288672574554181324,24901075953249275047359
1506,11156481,3,control,noise,1,1288672574554181324,24899758181367016432073
1507,11156482,3,poincare,arb,0,71123802484847114895923,3658958218467520185
1508,11156482,3,control,arb,0,70373316015549659922967,3620541103303649482
1509,11156482,3,poincare,noise,0,29794095490813309802280,1512993808580233905
1510,11156482,3,control,noise,0,29794095490813309802280,1512898938572348327
1511,11156483,3,poincare,arb,1,415910298505397745,8212833454231229188642
1512,11156483,3,control,arb,1,433596738382739415,8562618228555819964874
1513,11156483,3,poincare,noise,1,1022865066748136918,20125032618697715637053
1514,11156483,3,control,noise,1,1022865066748136918,20124179323132195655645
1515,11156484,3,poincare,arb,0,47995499675878644904408,2430732057678041551
1516,11156484,3,control,arb,0,47542927430170535774443,2407913631356786016
