id,block,scenario,pool,kind,zeroForOne,amount_in,amount_out
2770,11156835,5,poincare,noise,1,997782832251291454,6635648566813152970622
2771,11156835,5,control,noise,1,997782832251291454,6732015521575462156918
2772,11156836,5,control,arb,0,33512047920566036582786,4937605125494833719
2773,11156836,5,poincare,noise,1,3004350255110604542,19867166372804376157949
2774,11156836,5,control,noise,1,3004350255110604542,20450087974055438916119
2775,11156837,5,control,arb,0,30980838601692744393743,4540879113007237362
2776,11156837,5,poincare,noise,1,2270168281418479896,14900683479231343564039
2777,11156837,5,control,noise,1,2270168281418479896,15541606435495058561557
2778,11156838,5,poincare,arb,0,148081597406611595700230,21821374036214780405
2779,11156838,5,control,arb,0,47416636419348304665132,6877873272790821556
2780,11156838,5,poincare,noise,0,14731780732910389630377,2097740191774037456
2781,11156838,5,control,noise,0,14731780732910389630377,2107916142903842580
2782,11156839,5,control,arb,0,297529364109720327465,42432877386570464
2783,11156839,5,poincare,noise,1,1050780387619216950,7352562122796465153925
2784,11156839,5,control,noise,1,1050780387619216950,7356484965277979361478
2785,11156840,5,control,arb,0,51366209876585819822656,7267278305405875495
2786,11156840,5,poincare,noise,1,263665061606819888,1841400998022329584409
2787,11156840,5,control,noise,1,263665061606819888,1883762174115700001971
2788,11156841,5,control,arb,0,24140416247280762925105,3362705656192950964
2789,11156841,5,poincare,noise,1,2155659999955198984,15002035310767716735537
2790,11156841,5,control,noise,1,2155659999955198984,15504070183917745227179
2791,11156842,5,poincare,arb,0,136358783275798547236895,18693629023541857983
2792,11156842,5,control,arb,0,54767055557819015810212,7551000741082940675
2793,11156842,5,poincare,noise,0,16311244064981582745067,2168347663265139188
2794,11156842,5,control,noise,0,16311244064981582745067,2214961086117069533
2795,11156843,5,control,arb,0,28153068131327805025179,3787115666725192791
2796,11156843,5,poincare,noise,1,691872320122593066,5102269395132319373426
2797,11156843,5,control,noise,1,691872320122593066,5168422594614241782975
2798,11156844,5,control,arb,0,49978233935854557899111,6627649906558160315
2799,11156844,5,poincare,noise,0,11281681063347090370074,1457951647589988128
2800,11156844,5,control,noise,0,11281681063347090370074,1476949083513503994
2801,11156845,5,poincare,arb,0,113393793893011877051562,14276079147799042637
2802,11156845,5,control,arb,0,27059307279787316615043,3514307351562353107
2803,11156845,5,poincare,noise,1,2278944743356312818,17566169090237071215692
2804,11156845,5,control,noise,1,2278944743356312818,17582016386392692668102
2805,11156846,5,control,arb,0,59754695807770504953530,7678096991880873181
2806,11156846,5,poincare,noise,0,5084643620974566321666,628223129925323475
2807,11156846,5,control,noise,0,5084643620974566321666,644640197471597355
2808,11156847,5,control,arb,0,20683685734491512734451,2608489451631992337
2809,11156847,5,poincare,noise,1,1559615128590359446,11974892694727394757724
2810,11156847,5,control,noise,1,1559615128590359446,12387849388358988129423
2811,11156848,6,poincare,arb,0,149454986855029467477630,18140053621555722576
2812,11156848,6,control,arb,0,60776991617726803558338,7576737376909358204
2813,11156848,6,poincare,noise,0,14157236239626210646070,1666342440269125945
2814,11156848,6,control,noise,0,14157236239626210646070,1738189298612826505
2815,11156849,6,control,arb,0,13482938494730519841355,1646182686899332707
2816,11156849,6,poincare,noise,1,2455523912539951766,19947127697003067898335
2817,11156849,6,control,noise,1,2455523912539951766,20084965572008551895816
2818,11156850,6,control,arb,0,76100186365273350450000,9199945007723016786
2819,11156850,6,poincare,noise,0,24931469187382009128001,2940173049130251638
2820,11156850,6,control,noise,0,24931469187382009128001,2953665104140682440
2821,11156851,6,poincare,arb,0,117120307690765587073196,13370908736650680687
2822,11156851,6,control,arb,0,17184470744156991908945,2018928587358268817
2823,11156851,6,poincare,noise,1,2301195976383628794,19561036352776940799007
2824,11156851,6,control,noise,1,2301195976383628794,19577747481038863397395
2825,11156852,6,control,arb,0,66384658753824158508713,7731453015997058885
2826,11156852,6,poincare,noise,0,23378531217886091719823,2610904539641295515
2827,11156852,6,control,noise,0,23378531217886091719823,2675144312616316931
2828,11156853,6,control,arb,1,6259386614318064065,54369972867170439254095
2829,11156853,6,poincare,noise,1,911664098998363266,7776168016682446704243
2830,11156853,6,control,noise,1,911664098998363266,7822885771529276849104
2831,11156854,6,control,arb,1,1214607538370301838,10385035136961427935045
2832,11156854,6,poincare,noise,1,1721703307560650138,14623712442082249189876
2833,11156854,6,control,noise,1,1721703307560650138,14648076282639173189339
2834,11156855,6,poincare,arb,1,4678922036741924662,39338103953240922989143
2835,11156855,6,control,arb,1,4902044299775305561,41245350193987361658247
2836,11156855,6,poincare,noise,0,24626160816317049132000,2825687423260099630
2837,11156855,6,control,noise,0,24626160816317049132000,2936513627051462809
2838,11156856,6,poincare,arb,1,6414195063914790206,53473386823273938730202
2839,11156856,6,control,arb,1,6295719554290669289,52502944753465295407216
2840,11156856,6,poincare,noise,1,1779052693451332344,14640353522057982059579
2841,11156856,6,control,noise,1,1779052693451332344,14638240748723511218578
2842,11156857,6,poincare,arb,1,269353397720325759,2209451031123641327032
2843,11156857,6,control,arb,1,168873551184237830,1385035420773040973592
2844,11156857,6,poincare,noise,1,698822620034295040,5723584065447093989434
2845,11156857,6,control,noise,1,698822620034295040,5723260080497945255353
2846,11156858,6,poincare,arb,0,40494775213307157032882,4911476557894856374
2847,11156858,6,control,arb,0,38788830470114922908297,4704834514107649185
2848,11156858,6,poincare,noise,1,2866686697195108636,23711769466777823387267
2849,11156858,6,control,noise,1,2866686697195108636,23706246731247325480915
2850,11156859,6,poincare,arb,0,72237675453570723174035,8653353606924117459
2851,11156859,6,control,arb,0,69851826078907526723116,8369501979284965144
2852,11156859,6,poincare,noise,1,708896378016336658,5992831196012585552338
2853,11156859,6,control,noise,1,708896378016336658,5992481596629507925393
2854,11156860,6,poincare,arb,0,59860793717819310976620,7009715265542313091
2855,11156860,6,control,arb,0,57218075190355706665269,6700643095917896741
2856,11156860,6,poincare,noise,1,190562679912341300,1645245459209371696694
2857,11156860,6,control,noise,1,190562679912341300,1645219374042853851571
2858,11156861,6,poincare,arb,0,25116719235609504400874,2896475296349310655
2859,11156861,6,control,arb,0,23965354022331176606668,2763742980422572737
2860,11156861,6,poincare,noise,1,170974049875462002,1489144051313156225301
2861,11156861,6,control,noise,1,170974049875462002,1489122774524427099842
2862,11156862,6,poincare,arb,0,28678457165759231470618,3210587163398214206
2863,11156862,6,control,arb,0,27344726708483476267287,3123794084495043830
2864,11156862,6,poincare,noise,1,952706270515190918,8370433803305651608774
2865,11156862,6,control,noise,1,952706270515190918,8370656734531864203550
2866,11156863,6,poincare,arb,1,755479296960133591,6619192798467614981195
2867,11156863,6,control,arb,1,702754758255378961,6157077959294483008750
2868,11156863,6,poincare,noise,1,154026198055554916,1347520124564589073858
2869,11156863,6,control,noise,1,154026198055554916,1347502722870695821705
2870,11156864,6,poincare,arb,1,2003852655869482754,17469767716760324729440
2871,11156864,6,control,arb,1,1897893389236210393,16545791625461193203534
2872,11156864,6,poincare,noise,0,8076651576266237819273,909481791220553120
2873,11156864,6,control,noise,0,8076651576266237819273,927970672898847005
2874,11156865,6,poincare,arb,1,6274724108460483611,54138144928667577945107
2875,11156865,6,control,arb,1,6020846617980457038,51952507388065498518876
2876,11156865,6,poincare,noise,1,2693378132698251086,22905458267578593691848
2877,11156865,6,control,noise,1,2693378132698251086,22900368452344137645423
2878,11156866,6,poincare,arb,1,291339320868257148,2465846137044954273006
2879,11156866,6,control,arb,1,144736747885311700,1224754843509186922827
2880,11156866,6,poincare,noise,0,7972927894736018055771,941022442262165827
2881,11156866,6,control,noise,0,7972927894736018055771,940949408043507243
2882,11156867,6,poincare,arb,1,6003180619084146171,50454845589482969744843
2883,11156867,6,control,arb,1,5754465820573200709,48368229842368384611927
2884,11156867,6,poincare,noise,0,6714210792688228679123,805505442571709431
2885,11156867,6,control,noise,0,6714210792688228679123,805452357539534990
2886,11156868,6,poincare,arb,0,31856583675502038414597,3793997546755151479
2887,11156868,6,control,arb,0,29962073458370341099625,3568133444258459033
2888,11156868,6,poincare,noise,1,1778552757293700648,14981640141435872893190
2889,11156868,6,control,noise,1,1778552757293700648,14979450508518567883209
2890,11156869,6,poincare,arb,0,65356531512974995415475,7685701596173852611
2891,11156869,6,control,arb,0,62880041111661874887631,7395555801054035968
2892,11156869,6,poincare,noise,1,1437469664305796318,12346484966794292970891
2893,11156869,6,control,noise,1,1437469664305796318,12345011847070933185111
2894,11156870,6,poincare,arb,0,39410688817581048955577,4565367039228896631
2895,11156870,6,control,arb,0,38079883195875230722072,4411731792233444541
2896,11156870,6,poincare,noise,0,20993760822351106090218,2404693646985377427
2897,11156870,6,control,noise,0,20993760822351106090218,2404210167393222252
2898,11156871,6,poincare,arb,0,37131801994565683718639,4207666457444371178
2899,11156871,6,control,arb,0,34276805768755613709327,3883365759009613434
2900,11156871,6,poincare,noise,0,9075386796309833171816,1019658985869598985
2901,11156871,6,control,noise,0,9075386796309833171816,1019571105340600647
2902,11156872,6,poincare,arb,0,12871031007133162432288,1440294491253820365
2903,11156872,6,control,arb,0,11793072584670454103688,1319555018850733033
2904,11156872,6,poincare,noise,0,17785356145647891142426,1979062210941175986
2905,11156872,6,control,noise,0,17785356145647891142426,1978729843872568141
2906,11156873,6,poincare,arb,1,8036513867944388964,71510479582339952959054
2907,11156873,6,control,arb,1,7738653171158896148,68871622989655142136499
2908,11156873,6,poincare,noise,0,25765032810586140676915,2861557149526126533
2909,11156873,6,control,noise,0,25765032810586140676915,2919239938579025544
2910,11156874,6,poincare,arb,1,7796559145518097949,68247134484403255148954
2911,11156874,6,control,arb,1,7583725949317170024,66403559295351263666165
2912,11156874,6,poincare,noise,1,174852517558799408,1510884710826582450325
2913,11156874,6,control,noise,1,174852517558799408,1510862671711045452296
2914,11156875,6,poincare,arb,1,3027080974544902593,26022255908601006835180
2915,11156875,6,control,arb,1,2869663925477424174,24668662777832858013088
2916,11156875,6,poincare,noise,1,1790844757048443788,15276218235657027474349
2917,11156875,6,control,noise,1,1790844757048443788,15273953884884686520695
2918,11156876,6,poincare,arb,1,2058756145014301832,17453666809346674213440
2919,11156876,6,control,arb,1,1869497743618813404,15846827806533365935056
2920,11156876,6,poincare,noise,0,7497959405959418812022,886086111596542104
2921,11156876,6,control,noise,0,7497959405959418812022,886021333936392605
2922,11156877,6,poincare,arb,1,5200529902619931508,43705383250079870775460
2923,11156877,6,control,arb,1,4988353595590011419,41925313229908352348246
2924,11156877,6,poincare,noise,0,21579982811502678748662,2578574249980969152
2925,11156877,6,control,noise,0,21579982811502678748662,2578029505482668542
2926,11156878,6,poincare,arb,0,11503919364964955045843,1366000356921888877
2927,11156878,6,control,arb,0,9877411423716314819075,1172617496122806902
2928,11156878,6,poincare,noise,0,11004934058284148687350,1301203259353569368
2929,11156878,6,control,noise,0,11004934058284148687350,1301063657051765228
2930,11156879,6,poincare,arb,0,2440054167940016618919,287776414626323048
2931,11156879,6,control,arb,0,1779056562418654875734,209796814289168232
2932,11156879,6,poincare,noise,1,2820291104719945682,23816833365825850173552
2933,11156879,6,control,noise,1,2820291104719945682,23811306561981317367032
2934,11156880,6,poincare,arb,0,57638063223231504868699,6782027857011500700
2935,11156880,6,control,arb,0,55969779146909164824390,6587256507055018177
2936,11156880,6,poincare,noise,0,2052277817992877423851,238784285564022820
2937,11156880,6,control,noise,0,2052277817992877423851,238779541905207060
2938,11156881,6,poincare,arb,0,28265812822665353622982,3270182626014213513
2939,11156881,6,control,arb,0,26775280813245907564334,3097675598938792043
2940,11156881,6,poincare,noise,1,2118492079971797698,18345188998154388184856
2941,11156881,6,control,noise,1,2118492079971797698,18341948918522682049272
2942,11156882,6,poincare,arb,0,47619517986657553139268,5469257673500311971
2943,11156882,6,control,arb,0,46177060479754106886502,5304523573572600755
2944,11156882,6,poincare,noise,0,26072563212173718419869,2953842308604164306
2945,11156882,6,control,noise,0,26072563212173718419869,2953108474954060060
2946,11156883,6,poincare,arb,1,6576695993685842993,57710089573613791965082
2947,11156883,6,control,arb,1,6397851359884763227,56154689983992598179666
2948,11156883,6,poincare,noise,1,3044938225517640210,26305347013293155061667
2949,11156883,6,control,noise,1,3044938225517640210,26298682672144327059242
2950,11156884,6,poincare,arb,1,1022106458152666738,8772311614332781779789
2951,11156884,6,control,arb,1,822157841447226161,7054448721241850977974
2952,11156884,6,poincare,noise,0,2208983658564359310882,257696548455342631
2953,11156884,6,control,noise,0,2208983658564359310882,257691031000991694
2954,11156885,6,poincare,arb,1,2091436796141136523,17875195250888125405540
2955,11156885,6,control,arb,1,2001278881936873436,17104995368532024861990
2956,11156885,6,poincare,noise,0,22704570502367753496037,2654081418322489225
2957,11156885,6,control,noise,0,22704570502367753496037,2653497992030057370
2958,11156886,6,poincare,arb,1,9370527544208265459,79307552229676738907629
2959,11156886,6,control,arb,1,9039742653093092677,76524772895281743575269
2960,11156886,6,poincare,noise,1,2020098409899870406,16789404615440408862088
2961,11156886,6,control,noise,1,2020098409899870406,16786634153813227914972
2962,11156887,6,poincare,arb,0,2435529028441986427636,293844327524120409
2963,11156887,6,control,arb,0,3138439913151099308732,378712368743096917
2964,11156887,6,poincare,noise,1,458237113920485444,3797112495277904074959
2965,11156887,6,control,noise,1,458237113920485444,3796970383307297923589
2966,11156888,6,poincare,arb,0,23391826662159705412974,2812429610800098729
2967,11156888,6,control,arb,0,22428347213833411139385,2696690156276917394
2968,11156888,6,poincare,noise,1,2524410891752250764,21005845168941118836345
2969,11156888,6,control,noise,1,2524410891752250764,21001512939414479758721
2970,11156889,6,poincare,arb,0,51083494256138981324282,6104169797588397656
2971,11156889,6,control,arb,0,49600450874781685144588,5928177671356095247
2972,11156889,6,poincare,noise,1,1270830401843666136,10716962981244662313038
2973,11156889,6,control,noise,1,1270830401843666136,10715841621771314233904
2974,11156890,6,poincare,arb,0,58062856524173953080657,6824147533155706128
2975,11156890,6,control,arb,0,55734063192321759112538,6551129121779314136
2976,11156890,6,poincare,noise,1,909978744914677090,7816118164090241428764
2977,11156890,6,control,noise,1,909978744914677090,7815526969615945983742
2978,11156891,6,poincare,arb,0,21961078188057117181907,2550031114923774411
2979,11156891,6,control,arb,0,21265076588700433585385,2469401019064620681
2980,11156891,6,poincare,noise,0,25824384988158079684331,2972001360535347074
2981,11156891,6,control,noise,0,25824384988158079684331,2971264279431155562
2982,11156892,6,poincare,arb,0,7155300269326022012352,818429490890215613
2983,11156892,6,control,arb,0,5533915957250114388638,632817155057043395
2984,11156892,6,poincare,noise,1,2803246771459538660,24429350427756123359562
2985,11156892,6,control,noise,1,2803246771459538660,24423626566027746791882
2986,11156893,6,poincare,arb,1,982924566274528482,8513500283543582163692
2987,11156893,6,control,arb,1,796784560331312919,6899650734508769437789
2988,11156893,6,poincare,noise,0,2270037653286568771983,262392107651795855
2989,11156893,6,control,noise,0,2270037653286568771983,262386360932255494
2990,11156894,6,poincare,arb,1,5397928592678521155,46315222607102504512967
2991,11156894,6,control,arb,1,5145443835746892640,44149823776002595728021
2992,11156894,6,poincare,noise,1,2124626080588909446,18010867790108478000100
2993,11156894,6,control,noise,1,2124626080588909446,18007711270320294469295
2994,11156895,6,poincare,arb,1,554875472910807505,4683693810435572430784
2995,11156895,6,control,arb,1,423142809329927402,3571114814215089799811
2996,11156895,6,poincare,noise,1,2608696065760221224,21909359709655049334115
2997,11156895,6,control,noise,1,2608696065760221224,21904668974620947753351
2998,11156896,6,poincare,arb,1,4214898505667709184,35018249255797331706430
2999,11156896,6,control,arb,1,3879429288672410937,32224200967704151238394
3000,11156896,6,poincare,noise,0,6796368079612023110215,822436534956704245
3001,11156896,6,control,noise,0,6796368079612023110215,822381383128321747
3002,11156897,6,poincare,arb,1,4738883274875225977,38920313959235791043782
3003,11156897,6,control,arb,1,4546283371524580271,37341000467170922792340
3004,11156897,6,poincare,noise,1,1028231228437158960,8368621290570573894536
3005,11156897,6,control,noise,1,1028231228437158960,8367925114183221839171
3006,11156898,6,poincare,arb,0,61131242206009457975292,7435608120653894618
3007,11156898,6,control,arb,0,58536570824934935769539,7120601464480899243
3008,11156898,6,poincare,noise,1,2727201168623317592,22136131108555592956366
3009,11156898,6,control,noise,1,2727201168623317592,22582868712642202606782
3010,11156899,6,poincare,arb,0,49886060335503575370567,5991462759334070621
3011,11156899,6,control,arb,0,48751698129266882999492,5856777010373586176
3012,11156899,6,poincare,noise,1,1937363451874264312,16234616091041300590645
3013,11156899,6,control,noise,1,1937363451874264312,16232033995314306670952
3014,11156900,6,poincare,arb,0,29486225121382110695531,3509942078048158740
3015,11156900,6,control,arb,0,28831608513930061865009,3432564641518084634
3016,11156900,6,poincare,noise,1,813886313052732140,6866646734305013967554
3017,11156900,6,control,noise,1,813886313052732140,6866185916416928976927
3018,11156901,6,poincare,arb,0,61154035902935738705070,7174869251380146313
3019,11156901,6,control,arb,0,58482408798119717632152,6861882323167319960
3020,11156901,6,poincare,noise,1,259148702119200954,2233431120412637335101
3021,11156901,6,control,noise,1,259148702119200954,2233382861821907016537
3022,11156902,6,poincare,arb,0,31741395703690474679126,3662800742526628995
3023,11156902,6,control,arb,0,30289432342940791614819,3495326846249750428
3024,11156902,6,poincare,noise,1,1714598734235422752,14905295440411335644652
3025,11156902,6,control,noise,1,1714598734235422752,14903158125132452699612
3026,11156903,6,poincare,arb,1,3969694488116622824,34194195913392874633518
3027,11156903,6,control,arb,1,3690003520230964225,31780433182305620539415
3028,11156903,6,poincare,noise,0,25166322341174941742107,2926550664416328630
3029,11156903,6,control,noise,0,25166322341174941742107,2925839030417457885
3030,11156904,6,poincare,arb,1,9527739271958235332,81072531648192430430657
3031,11156904,6,control,arb,1,9202221587564374548,78321712649198588122148
3032,11156904,6,poincare,noise,1,791118637291461454,6621464273894676073566
3033,11156904,6,control,noise,1,791118637291461454,6621034052335787736224
3034,11156905,6,poincare,arb,1,5331372139046083155,44192283444716955697758
3035,11156905,6,control,arb,1,5030120021303236231,41692465046899473231236
3036,11156905,6,poincare,noise,1,1803955042934422648,14785723190063273207845
3037,11156905,6,control,noise,1,1803955042934422648,14783557288035668087493
3038,11156906,6,poincare,arb,1,120464182320485800,984376996353109393572
3039,11156906,6,control,arb,1,25774718797947695,210588102901757480895
3040,11156906,6,poincare,noise,0,8584563947030656116066,1049014272924812090
3041,11156906,6,control,noise,0,8584563947030656116066,1048924926360574117
3042,11156907,6,poincare,arb,1,2924233138907539685,23860134192383992725728
3043,11156907,6,control,arb,1,2831875191990004624,23108512335487526495190
3044,11156907,6,poincare,noise,1,3039780282126574186,24572609496269758746849
3045,11156907,6,control,noise,1,3039780282126574186,24566592180801417004664
3046,11156908,6,poincare,arb,0,70591494788490078231828,8655869164460587976
3047,11156908,6,control,arb,0,68321156111521948625689,8379534134969985032
3048,11156908,6,poincare,noise,0,10697909122000483628814,1291451314724467415
3049,11156908,6,control,noise,0,10697909122000483628814,1291315101593299196
3050,11156909,6,poincare,arb,0,5627322493162821107710,677219422406423120
3051,11156909,6,control,arb,0,4824052912795668326493,580488812807345808
3052,11156909,6,poincare,noise,1,2798743199903695240,23178253743469707675924
3053,11156909,6,control,noise,1,2798743199903695240,23172963389508320622050
3054,11156910,6,poincare,arb,0,62097326042824234597493,7443035129120914151
3055,11156910,6,control,arb,0,60177054780099265180163,7214516568586693411
3056,11156910,6,poincare,noise,0,5314232078485337447614,628863742816333608
3057,11156910,6,control,noise,0,5314232078485337447614,628831102378100937
3058,11156911,6,poincare,arb,0,18191534906466974251513,2143191452827451921
3059,11156911,6,control,arb,0,17034952995269272560277,2006827399714877963
3060,11156911,6,poincare,noise,0,9741307717377541986354,1141629721334345717
3061,11156911,6,control,noise,0,9741307717377541986354,1141521677682254580
3062,11156912,6,poincare,arb,0,5328563763876116081945,622714349155411194
3063,11156912,6,control,arb,0,4587063145306640527582,536009295478505920
3064,11156912,6,poincare,noise,0,16040248519955283367764,1867028231567051224
3065,11156912,6,control,noise,0,16040248519955283367764,1866738461524496099
3066,11156913,6,poincare,arb,1,6894789833615162899,58760746130642547488355
3067,11156913,6,control,arb,1,6647113193513620802,56658719219309844731953
3068,11156913,6,poincare,noise,0,11779457024097590143175,1394412861782363553
3069,11156913,6,control,noise,0,11779457024097590143175,1394252515829742376
3070,11156914,6,poincare,arb,1,7250189425729958480,60680481182852028704416
3071,11156914,6,control,arb,1,6961900415257992315,58274346551411839797779
3072,11156914,6,poincare,noise,0,5697273052469471003893,687853355516170513
3073,11156914,6,control,noise,0,5697273052469471003893,687814695835122982
3074,11156915,6,poincare,arb,1,8067386446001829537,66050002306219460185900
3075,11156915,6,control,arb,1,7704243936486634531,63080395954255479853803
3076,11156915,6,poincare,noise,0,3803719314016220540323,470167724508477784
3077,11156915,6,control,noise,0,3803719314016220540323,470149869959218759
3078,11156916,6,poincare,arb,1,5748019996903230713,46122306424801312264820
3079,11156916,6,control,arb,1,5488309766770855164,44040055188706301454662
3080,11156916,6,poincare,noise,1,962472683735506266,7642806172419879234818
3081,11156916,6,control,noise,1,962472683735506266,7642217792172944135368
3082,11156917,6,poincare,arb,1,2575256410274409444,20338221158417707667784
3083,11156917,6,control,arb,1,2401185362966356538,18962026126819682787893
3084,11156917,6,poincare,noise,1,1488469760031163666,11681887973069206197293
3085,11156917,6,control,noise,1,1488469760031163666,11680505895359109064196
3086,11156918,6,poincare,arb,0,56044265686598521688021,7079515927075025336
3087,11156918,6,control,arb,0,53860069338925041863396,6804413103771542597
3088,11156918,6,poincare,noise,0,18721656182097132169141,2330736165738771156
3089,11156918,6,control,noise,0,18721656182097132169141,2330299665588536603
3090,11156919,6,poincare,arb,0,23368954889191478025984,2885729187058913870
3091,11156919,6,control,arb,0,21297921026417530035981,2629493804462345978
3092,11156919,6,poincare,noise,1,2724196672659460936,22066402280680504530613
3093,11156919,6,control,noise,1,2724196672659460936,22061553436516362167752
3094,11156920,6,poincare,arb,0,57391753295508618644649,7037423091908369160
3095,11156920,6,control,arb,0,55648749639522561128633,6825194337211835591
3096,11156920,6,poincare,noise,0,12511102408110823790476,1513669727236349003
3097,11156920,6,control,noise,0,12511102408110823790476,1513482846961691559
3098,11156921,6,poincare,arb,0,36507389509859043715191,4375882199785613830
3099,11156921,6,control,arb,0,34095474974042857774172,4086278526609543773
3100,11156921,6,poincare,noise,1,2857766049715029412,23899281214362083907148
3101,11156921,6,control,noise,1,2857766049715029412,23893684345824428754249
3102,11156922,6,poincare,arb,0,58406062263256593221903,6938582249348754781
3103,11156922,6,control,arb,0,56702587644107346446862,6737789048155175803
3104,11156922,6,poincare,noise,1,2950153700051076780,24991023488178488915187
3105,11156922,6,control,noise,1,2950153700051076780,24984943390762092896698
3106,11156923,6,poincare,arb,1,989541522782364244,8329941049796904949859
3107,11156923,6,control,arb,1,795692063061345878,6696490521688357664163
3108,11156923,6,poincare,noise,1,1803399211002579192,15113696059232885042729
3109,11156923,6,control,noise,1,1803399211002579192,15111458076793247815225
3110,11156924,6,poincare,arb,1,2333903607388296027,19431735825942529554779
3111,11156924,6,control,arb,1,2130331028626605209,17734194275194249255949
3112,11156924,6,poincare,noise,0,23374161560705540101250,2805319629419678861
3113,11156924,6,control,noise,0,23374161560705540101250,2804675878344839540
3114,11156925,6,poincare,arb,1,8343857663502131882,68918244616996820298487
3115,11156925,6,control,arb,1,8070694708573998643,66677285508591062437715
3116,11156925,6,poincare,noise,0,24633005005847997797830,3007564489325758522
3117,11156925,6,control,noise,0,24633005005847997797830,3006831005511232676
3118,11156926,6,poincare,arb,1,7254883041145165985,59027096711249983129041
3119,11156926,6,control,arb,1,7045163744986227032,57334763747003015721208
3120,11156926,6,poincare,noise,1,2274073774978569742,18228762226390997065304
3121,11156926,6,control,noise,1,2274073774978569742,18225434614788253245197
3122,11156927,6,poincare,arb,1,5194684783347778841,41161465561224948026624
3123,11156927,6,control,arb,1,4827190667831649700,38242545913036476930266
3124,11156927,6,poincare,noise,0,5592554664889801302851,710705006896551158
3125,11156927,6,control,noise,0,5592554664889801302851,710664779836426654
3126,11156928,6,poincare,arb,0,33276952567879393426826,4196913348747223218
3127,11156928,6,control,arb,0,31364410467408116656484,3955478255268645708
3128,11156928,6,poincare,noise,0,1419635078510690692706,177838587111651927
3129,11156928,6,control,noise,0,1419635078510690692706,177836049047414746
3130,11156929,6,poincare,arb,0,32150347302793859056190,4001392428926273688
3131,11156929,6,control,arb,0,30498563959314877491767,3795759345784863870
3132,11156929,6,poincare,noise,1,426321352789895570,3444504237487365365776
3133,11156929,6,control,noise,1,426321352789895570,3444385704132723103114
3134,11156930,6,poincare,arb,0,32012445337047795057411,3940402120651476465
3135,11156930,6,control,arb,0,30606664783089233031697,3767494669760880479
3136,11156930,6,poincare,noise,1,1661119442683254674,13543345631339407830576
3137,11156930,6,control,noise,1,1661119442683254674,13541523385813557840533
3138,11156931,6,poincare,arb,0,65690808378559605864038,7977243753484926147
3139,11156931,6,control,arb,0,63123113163778962148550,7666464057105489577
3140,11156931,6,poincare,noise,0,23542383804648381659841,2810619243571285651
3141,11156931,6,control,noise,0,23542383804648381659841,2809971355732127223
3142,11156932,6,poincare,arb,0,32038490248525011819071,3784940682786370351
3143,11156932,6,control,arb,0,29303679102834228037606,3461059474853877376
3144,11156932,6,poincare,noise,0,22199414988258612919810,2595933086153530800
3145,11156932,6,control,noise,0,22199414988258612919810,2595374546514970663
3146,11156933,6,poincare,arb,1,5511315700874534516,46911549435955013626625
3147,11156933,6,control,arb,1,5367308160037028301,45695609207006587774576
3148,11156933,6,poincare,noise,1,1311164816416266300,11039297349773884275260
3149,11156933,6,control,noise,1,1311164816416266300,11038105609152687026942
3150,11156934,6,poincare,arb,1,3883853169308909198,32431297565359556462004
3151,11156934,6,control,arb,1,3628236586600380832,30293554474369764273534
3152,11156934,6,poincare,noise,1,1457071777937606190,12064443704534693686316
3153,11156934,6,control,noise,1,1457071777937606190,12063008574258776256846
3154,11156935,6,poincare,arb,1,5711999478761632301,46764744833317083078646
3155,11156935,6,control,arb,1,5359251230176773954,43871538178158974833599
3156,11156935,6,poincare,noise,0,15221799537030376145428,1870509313755826388
3157,11156935,6,control,noise,0,15221799537030376145428,1870226231681835236
3158,11156936,6,poincare,arb,1,4977505957276690936,40310026821605143212271
3159,11156936,6,control,arb,1,4824345663480629434,39075581254271332659409
3160,11156936,6,poincare,noise,0,3014909227059378096124,374969887613550403
3161,11156936,6,control,noise,0,3014909227059378096124,374958565351648770
3162,11156937,6,poincare,arb,1,2344431118115784401,18792578967174273646597
3163,11156937,6,control,arb,1,2247514077548147067,18016251718037916523749
3164,11156937,6,poincare,noise,0,3050592027512368761338,381733593860895272
3165,11156937,6,control,noise,0,3050592027512368761338,381721895310885334
3166,11156938,6,poincare,arb,0,19423213927220301284637,2419945682734352986
3167,11156938,6,control,arb,0,18317408808857185916877,2282103059221104345
3168,11156938,6,poincare,noise,0,4178536598229561892799,518231080005754566
3169,11156938,6,control,noise,0,4178536598229561892799,518209425659718480
3170,11156939,6,poincare,arb,0,28283862875345866935037,3485940112548591326
3171,11156939,6,control,arb,0,26686577236921620190143,3288939820169297811
3172,11156939,6,poincare,noise,1,2156834453285647726,17536247205756115513165
3173,11156939,6,control,noise,1,2156834453285647726,17533189146439838947414
3174,11156940,6,poincare,arb,0,47200759503649147320796,5772449550642075232
3175,11156940,6,control,arb,0,45738083540768663572755,5594546186666213667
3176,11156940,6,poincare,noise,0,23061384615473580740306,2782605261438835275
3177,11156940,6,control,noise,0,23061384615473580740306,2781973565695324086
3178,11156941,6,poincare,arb,0,34698817883357084796544,4141077815323335218
3179,11156941,6,control,arb,0,31856774675831458574663,3801035385837274756
3180,11156941,6,poincare,noise,1,2351015108558609658,19755577073427239466373
3181,11156941,6,control,noise,1,2351015108558609658,19751760203611968875846
3182,11156942,6,poincare,arb,0,73866406295370911502224,8701484765356538355
3183,11156942,6,control,arb,0,71200110625435133930228,8389015134505338872
