block,scenario,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on
556,4,19135935761469312096936,18979570469385342784742,18974499101991685289497,6383087631954003,2,558312320893994292,15423138050942483758072704,15153723954470929999802940,76727455227794350861302,95182029037106466809762,64675387070552775453001
557,4,18885460238786478880398,19093980603194639442512,19001618996925100325465,26383087631954003,2,762973894256038570,15321968722652037089826297,15054157337261907853809339,76727455227794350861302,95223660832654778788731,64788243734425618392793
558,4,18778300208586729948260,18836450203793916117722,18517160132008841931037,42491690427335583,2,612363453960528933,15280484420453021835051187,15011683808423252253849828,76727455227794350861302,95485918759218026554425,66167301745447434618114
559,4,18603560843247625713274,19006557843782803402620,18775654106584183192332,50000000000000000,2,687712644806989318,15210077851635290386977431,14941467873640392408797100,76727455227794350861302,95526391466982450188960,66587885056315827280200
560,4,18428412343986341002963,19236171243916378590856,18658583727336492241593,30000000000000000,2,453842425125496232,15140921991330447352897383,14871094992530984510468725,76727455227794350861302,96174154328661955517185,67978217589585065722413
561,4,18146004855654324028608,17987842260066658005872,17978774089522679507433,10000000000000000,2,180674812086200839,15023713801359328600583033,14756582422506283443264571,80895794108550905344888,97605458011370225244523,68306255165545490617312
562,4,17942982262124850040065,18139833542575173521494,18097538367507294120698,30000000000000000,2,645668389115073105,14939511843724454809093299,14673777528402562216810413,80895794108550905344888,97612741859529448000527,68382006453010036269357
563,4,17746074885858323194531,18031736885323306496034,17639054188569178416739,10000000000000000,2,511224200299844167,14857788096409554943259559,14592972507235457559192986,80895794108550905344888,98314326300641603884374,68382006453010036269357
564,4,17551651772208706076751,17486677668664261578405,17485503733132471097686,0,2,544281782375651899,14775728596816893104084055,14512772718708683957060975,82240784955044670134163,98359088617163851259849,68382006453010036269357
565,4,17462340814597002696793,17351029338557233303539,17347631105564753715269,20000000000000000,2,682240237697263569,14738718236040175384333668,14475854561967258946241996,82240784955044670134163,98362268109405017195786,68856553525983735596461
566,4,17208028276605441295038,17163256058740450703214,17015383483132980228494,40000000000000000,2,710075173584230926,14632567686467837720414709,14370208160551267919866874,82240784955044670134163,98479536662912472016401,70145039291888550101645
567,4,17078288706153497098809,17353759396183068409612,17271803355846962407295,50000000000000000,2,748546036568215519,14577756528790289479778939,14315934092266722273836651,82240784955044670134163,98503904094886407459633,70339526750293033435217
568,4,16984838375096613851877,17477131839372766243014,17109129064561535335822,30000000000000000,2,496704594372560652,14538836199982239817349844,14276581147504374390672537,82240784955044670134163,99004840305270533517529,70889103563751491789749
569,4,16738839735030969333462,16720080447697792579698,16715910103891547184623,10000000000000000,2,341683162984596432,14433318321396383948485125,14172726314291608104794340,84027386981418005132027,99853003568335505039714,70936548600487951313728
570,4,16637330289438324624308,16826979598475816917935,16745928880018202829403,30000000000000000,2,636150703323455406,14389716560165741412049919,14129758535905664422346435,84027386981418005132027,99892218384665480608153,71048588818020300456926
571,4,16485807888380969661150,17006498365493824709228,16666778467406987875574,10000000000000000,2,514296883692106036,14325541703522254705655123,14065404000031876030482103,84027386981418005132027,100323122285565088315438,71819092158823968362392
572,4,16414749340500552396381,16252034706657599708986,16249065568351145064444,0,2,311063271114718053,14293084502980622838715927,14035029756830245528791139,86268287039694632480999,100730434105744542015595,71819092158823968362392
573,4,16327885220853491435318,16200505109835057143457,16198176951566470252508,0,2,598839588000628070,14255148484475821817727342,13997776201953947972265122,86306919931566191212098,100771405021540697625265,71819092158823968362392
574,4,16143780374668843845678,16072579379215278620134,16069962788779120176792,20000000000000000,2,612981750979382986,14175047840234122279221121,13918562488353007575185076,86306919931566191212098,100791091802607417742161,72136476522496306028555
575,4,16003485234585441200352,16168493369707788316881,16100959508587381197423,40000000000000000,2,651337010006475608,14113471526529150699593015,13857979402705536490506821,86306919931566191212098,100820858323492812707959,72225495786727431324222
576,4,15774870084746045414296,16164334049507251735061,15770746632602263687258,20000000000000000,2,510866951581344066,14013176840948763964109604,13758577115796953295354853,86306919931566191212098,101540850945607341952154,72225495786727431324222
577,4,15655956530062746967528,15728415880664784169615,15729752810117980786437,0,2,513105660877209197,13959259396642945606272009,13706659586074713653797479,88088801218846367922292,101632286692580146380070,72225495786727431324222
578,4,15466270846309020933272,15614972752649028837581,15615061152915876725567,20000000000000000,2,697188802088297129,13875729992585552399374403,13623490869223064280818959,88088801218846367922292,102118223695189039954378,72228148666387724669340
579,4,15388479002474106811795,15448813857866050394598,15219558198550928372915,40000000000000000,2,730867103624571926,13842173220569328663273607,13589237379264001792771142,88088801218846367922292,102481138502182235066921,73193366715263924148240
580,4,15265930691017491332820,15654418622580138164782,15474138825628178215690,50000000000000000,2,776738442267491394,13788007931016200897286440,13535123669872663512344968,88088801218846367922292,102496797269640848346174,73726809517034334632629
581,4,15097541856363713193298,15851956838453071797605,15295171212518170745564,30000000000000000,2,406430147100617810,13714746447284887144430141,13460243794244538223201861,88088801218846367922292,103518155728923471007156,75268734771881575510521
582,4,14975870469595101920366,15003122444257052036710,14999231613852117641765,10000000000000000,2,127759694443489593,13657286528567052068269645,13405616538949073183494891,91637605417169019378663,104263982611189064535535,75270164487619246591550
583,4,14750412284111962016546,14900610561367476203208,14903437563855998819477,0,2,582060603288744272,13554261358863984843505871,13304497777103854888427784,92126518948251795173007,104729343822589829165554,75270164487619246591550
584,4,14631650123379250327386,14613992614416223806675,14610728561448637558177,20000000000000000,2,613415575902900124,13500744511718770648526336,13250656261305678476904290,92126518948251795173007,105290413893372787109375,75364021932101837275146
585,4,14488073193489376908020,14688671810174698405386,14563835599575635023530,40000000000000000,2,694559990502777823,13434656481344096375262923,13185524664979763650407140,92126518948251795173007,105407551039291914543161,75510958918096238849349
586,4,14323447156726574132964,14589918921463556597242,14225585746529847832514,20000000000000000,2,585396935049119294,13358817813588179483047123,13110430409451007516342690,92126518948251795173007,105861514337517395102145,75510958918096238849349
587,4,14140607565097663533724,14131443749946317547794,14121822298384751123034,40000000000000000,2,625326082244290352,13277074906066239893733135,13026410317018582805732068,92126518948251795173007,105919967812505184763128,75681396537825848221945
588,4,14069380624701564520526,14155687681198753623060,14094036986276551815528,50000000000000000,2,761322088488350157,13243655269951480183967325,12993563672036429580482203,92126518948251795173007,105942449303785428910074,75706261205315440042672
589,4,13919740951078596755272,14002248978294545612035,13763671855765309225434,46071556749066096,2,719439249573514748,13174731534579481674676074,12924480666985923236424330,92126518948251795173007,106192610800014351088465,76790472653961052185517
590,4,13808286123021497792693,13892019213799033982257,13695440170472048640011,50000000000000000,2,764033756764675191,13123215693634019909257371,12872537547725423046230671,92126518948251795173007,106209462498582354527120,77755207841103515821579
591,4,13686336167271928245004,13858551781432235218203,13652117600050172116236,50000000000000000,2,793750735556587525,13065737295700995325832512,12815470779892510909321650,92126518948251795173007,106210170845210484044912,78041425737828289034352
592,4,13608068915129076835640,13824985768961845019994,13573927614839063645279,49510015613625465,2,803205324385946333,13028878479851635054032253,12778774769097905543149356,92126518948251795173007,106226853608049451676875,78298088708849584522198
593,4,13401856156179965827069,13828619673047309011207,13405503940788258348779,49030833272142157,2,813924867732945071,12930967638134437540509417,12681572333585696000335229,92126518948251795173007,106484857284006590589134,78324490490562543468990
594,4,13332396431804130101428,13871891701966320982799,13375716540801445325741,46311819991697813,2,800637390308682124,12898367061611891477287315,12648682859723736596902677,92126518948251795173007,106532138271983258090450,78691695565963333947151
595,4,13236441563269348495195,13768819233677663474014,13136433495085910310149,41208254090464435,2,623877160961175392,12852847989269560237149680,12603157654041971298673016,92126518948251795173007,106704738425007640909194,78691695565963333947151
596,4,13042453518654236687468,13196703297813751150791,13183327441704058443973,44923298407465756,2,709089632069151401,12763926268986372448036436,12510553875038859178801488,92126518948251795173007,106785352853606404053008,78729328878076452024774
597,4,12907525378518962879399,13097577536260161634964,12807200054764670531451,50000000000000000,2,888603802365763948,12699080769078732894328237,12445588063260347656369878,92126518948251795173007,107480756544491224253657,79424328448967200396511
598,4,12747249396198632762022,13077155183214664744529,12726729266973361936063,50000000000000000,2,902029362079364435,12620936096363617471587394,12367986578751636474932687,92126518948251795173007,107514791526088953453845,79543268112565291825658
599,4,12608242168411816754185,13204059541837492092768,12735400699549552710109,48800386229249273,2,904991668982036522,12554253251619520206717080,12300516855872410295382871,92126518948251795173007,107649314455015796819282,80641386021883294987942
600,4,12428149943611570674536,12311643434935168184891,12296283923217701920322,28800386229249273,2,543861795904446584,12467543670644627185365398,12212372486071403243924578,92323024247453191226798,108559761124579652189457,81545541388744722078715
601,4,12297788564151706899139,12203378559043169007805,12184710009844315763979,48800386229249273,2,832120047294575386,12403311496954795201947404,12148111417028477707690596,92323024247453191226798,108559783858743595524699,82879010961347373034283
602,4,12181094303766685000633,12296070378515741170445,12275651119521550064545,50000000000000000,2,847340903315924588,12344367985293217382898132,12090298453731860596822406,92323024247453191226798,108559916974211104374298,82919678412891206109916
603,4,12126443538379685333266,12307269498553125723940,12137798888428957238259,41194262131805578,2,683853738310497185,12316846628055551382846413,12063057420512378932991126,92323024247453191226798,108785427644027197916757,82958573092415727043837
604,4,11961405716985934803301,12381771920929170496957,12036401062848623821336,37935617108622464,2,661737475411277163,12234234151869138931386471,11980745820982324063582372,92323024247453191226798,109106370200958545600037,83481888743013383487595
605,4,11905287838286806945707,12021676788393924229318,12019807940521495597241,17935617108622464,2,498624726981439584,12205994315488042779867067,11952687035548434534730593,92503722427106164677028,109285605595564344010342,83489176436123081466860
606,4,11789787552130090163427,11675539871912785000248,11666378908829665873784,37935617108622464,2,686644334339795025,12150086313979722809358497,11894594021192568812881514,92503722427106164677028,109840707412646632084117,84658648773149757559903
607,4,11724843301708185438760,11652343113165970465610,11648897635972827590772,50000000000000000,2,785961769566896834,12117455329548225545149391,11861686432251293578819974,92530616372958716433624,109877757841969915117417,85619357559623623575236
608,4,11661339641735636123562,11777855976864522827654,11780374808234080608328,49157299007603110,2,791582626436692541,12084686916960902022235146,11829610478986217981883039,92531516136211859929777,109879442929055494302904,85619357559623623575236
609,4,11497654797172523881396,11655971275014392082860,11375795685024316523152,29157299007603110,2,522364588753935607,12000631667236014748988162,11746308938622194570517446,92531516136211859929777,110745873916481871870706,85789389869339567074360
610,4,11421543377207146836606,11708544162583759584916,11474713095913689641000,9157299007603110,2,596038077087616468,11961486446909533347968772,11707231083176614000024379,92531516136211859929777,110769445806130410626101,86061504783084361726259
611,4,11372211716980507676381,11386817618605353922666,11387133821756153698990,0,2,473161009325871543,11934710218554882254005779,11681891938685918792129732,93798842413928540702778,110887015006024538372840,86061504783084361726259
612,4,11208345851300104432435,11163310915432030451844,11160048529607720172956,20000000000000000,2,669865123607782176,11849624495649730525603719,11597447014938010991808646,93798842413928540702778,111250080722065520004788,86309139765769230636128
613,4,11087921492926632503411,11240020929693129090432,11166037798078692114941,40000000000000000,2,752161377777782707,11786044987472020798948790,11535020476485820544590022,93798842413928540702778,111310699129160811146268,86443892441753461635096
614,4,10970396782980286398240,11259632601869356946343,10990193402405965472030,20000000000000000,2,581883380541018367,11724136812566557492268981,11473659763764522521008744,93798842413928540702778,111758826745461484749798,86567740055837885953064
615,4,10887334146730225948914,10890673652645372908915,10890746274337490016054,0,2,534432954503313872,11678679165325539653571428,11430136174511432139977470,95449320432809169823243,111885160347620288807089,86567740055837885953064
616,4,10741094399630378582946,10662040838601514864704,10657990960529106618424,20000000000000000,2,728784957030691637,11601305068289483218268899,11353196763037241773895998,95449320432809169823243,112156852976401554263221,87003014438999134411405
617,4,10679938460544155043578,10597487984434104961406,10593981229215229311648,40000000000000000,2,796431051426492753,11569155687813086713675512,11320837152820544955602798,95453388194464138601477,112162841377956793871447,87914112815903972466449
618,4,10535204654365128248768,10546187686527406480520,10481913607148864243472,50000000000000000,2,813108823555030727,11491127095406465086477942,11243810237755799828839869,95453388194464138601477,112206345224392639651844,88545356080347928992108
619,4,10481520246297119851292,10529234840116340794237,10463913994156401202370,50000000000000000,2,827245369657318359,11462076446353790598872701,11215093928574184875647835,95453388194464138601477,112206347198770137307475,88753250252939729994523
620,4,10381052504333915688301,10552140407493254034704,10404297510767722667367,48840649283625518,2,832496052135685288,11407362467233584547563603,11161217937668965900675049,95453388194464138601477,112294531147149822865135,88840837700606898842584
621,4,10247379696273238553387,10513327515380735956879,10208555316958622411280,44529763598860070,2,743045965068544395,11334707869040502187888793,11089138799600687326296816,95453388194464138601477,112614656221521200977478,89010107603482598960841
622,4,10153836911033803502268,10503052720313422016812,10143639558400080993002,45100582009266368,2,767139808471775117,11283669076517601274835238,11038390901143881904478788,95453388194464138601477,112654511637613793583471,89041406886273148638572
623,4,10004802397715124755013,10002764183055855716042,9991524895346596715225,43415406428021690,2,774163488382365485,11205089807708573716446812,10957083631380344315297576,95453388194464138601477,112914652671011583914425,89195523335937533738089
624,4,9871156203737065879144,9912604036346352467615,9778467098655891791685,50000000000000000,2,921635926395293009,11131317618497550911170874,10883772793334520851786686,95453388194464138601477,113114504414491766030177,90149809500711357199105
625,4,9781451332490380149087,9903367033681985939046,9771953749060556371649,50000000000000000,2,931942251994961225,11080944519846794129329974,10834087118102505239650645,95453388194464138601477,113114630508341839040160,90247810239410016171207
626,4,9655805862301412461119,9955428459700252969190,9708385239736046335756,48276898871180469,2,933075098612801423,11010619556301046815229312,10764317193266037256149413,95453388194464138601477,113307003329876867804334,90611299737302208996913
627,4,9532624890092080012328,10010725553127072569683,9587970342263358298531,41407588447886025,2,730567841855689201,10942159678579476306840689,10695440949620041926838382,95453388194464138601477,113753255291773583768230,91265895357112109568524
628,4,9403400155856889117440,9362138520231259961473,9354165598330158709392,21407588447886025,2,520256117830376812,10868509102592944566904865,10622691715911889424880493,97076687957996651140405,114254955569344489856766,91553882571958792063698
629,4,9349028198424757584275,9358321169579664011599,9345048346278369149993,41407588447886025,2,830898346445994563,10837063687763520042546963,10591899898785562647194325,97076687957996651140405,114255355145059930230241,91599043107373669424575
630,4,9233348526279840925436,9374905048795873088499,9250202808347564586885,47839855499255620,2,831727591243162251,10770119405451019765392945,10526170929788235765673997,97076687957996651140405,114445612077708515827646,91662976869006236832639
631,4,9120932750842941508236,9431450704610634160659,9178001387256374181582,43864412583450539,2,784245734752636143,10705545559720526295849403,10461943297742150160310276,97076687957996651140405,114704624302648976822393,92102463845582595281261
632,4,9022217152133639848796,9476238151220981638834,9067038520802528270823,36353178885280900,2,607352878620613532,10649171539195749494451176,10405155958760494160109898,97076687957996651140405,115085808542935659487746,92659767581808347542622
633,4,8918894407245385870311,8855345558244029094746,8848754549923709716899,16353178885280900,2,464383440312651770,10587894276779223964462879,10345453145345636344641610,99275226671923527866248,115436755189710535253097,92981163966940816469299
634,4,8807010011186756798384,8933022256542202347442,8886294423822716389117,36353178885280900,2,793230056969499938,10521472173282756534250442,10280381427007125299509324,99275226671923527866248,115465489644992676125007,93103993269039074292298
635,4,8672818068057031678038,8851305170882845184883,8591179968900387933402,40222098617999800,2,631831557521729975,10442272095778615067528854,10201771617053924492340631,99275226671923527866248,116219510453237088304730,93378026285775640724677
636,4,8581157214208449193953,8858148638503253984414,8588054060413842532224,45380307894202990,2,670803316744586045,10387716220524402395662950,10147605785925214911100396,99275226671923527866248,116221238872330012432668,93440189039161540323338
637,4,8479603353253784754134,8874748926648988282374,8496227640236042048602,42236257543590930,2,652415703189173085,10327441303976852580343666,10087385083539697828049603,99275226671923527866248,116424886094297084866923,93650956058625031272484
638,4,8358935729999579850324,8416788615133360489534,8412370093384807019888,22236257543590930,2,599124288605248901,10254562477734122642073458,10015400490542045208209043,100406073571598286667355,116757148874381794946537,93660516272188360050869
639,4,8287803181506503613924,8372356068856542189030,8242396677396344968985,42236257543590930,2,812744487672151203,10211491882288841484225881,9972682116520709595481414,100406073571598286667355,117034584294135277035709,94033767490976545973931
640,4,8166648469409158709983,8340779828240264118337,8134703805705575865360,50000000000000000,2,824428056997030763,10137504098397035805623368,9899502915260190462616496,100406073571598286667355,117140063683166678124178,94286191423750971634328
641,4,8132673582705733482317,8392836325000338084841,8185312579285008552303,50000000000000000,2,833687910433797657,10117086051242667406044764,9878921932184043839485598,100406073571598286667355,117140140619184938348653,94681324000929268157558
642,4,8045674018939958409993,8343623714092540818237,7997354865234014396201,42315160870125478,2,654127147796823001,10063883139207301544835381,9825933240389531859244377,100406073571598286667355,117503793338719313968880,94695867288922961097073
643,4,7946152662618664194076,7910710264757329439587,7899890222928068715730,44715913740178276,2,689994028553004123,10005979337214936863858289,9764970286793277514058927,100406073571598286667355,117554149426780980055997,95316381936150592253912
644,4,7856873914067588776883,7936551409205332156854,7883263241309286801664,50000000000000000,2,857427712271592890,9949711388052373397785009,9709930585986169081245853,100406073571598286667355,117590333725669940722217,95371358959512232854923
645,4,7801673130164683943553,7892216026163587686865,7756387052329336330843,44782267868167409,2,783716770450186541,9915373266385687750144716,9675787863398489948933689,100406073571598286667355,117721243731848053729368,95768229080520735610628
646,4,7700184254113417748364,7882944057241120242883,7690807525206498672455,46950508690247114,2,800698691068882071,9851322387387944267483949,9612608664979405969798219,100406073571598286667355,117784792194178538089153,95836070523404189244934
647,4,7580953010290252968649,7950298184062308178188,7648646501588187260074,45430104664882833,2,804720526619021020,9776847527869164978896492,9537988963325945959320389,100406073571598286667355,118031564826847396908679,96642447643798556411177
648,4,7540643842634579847501,7496630428621056624234,7489666728865741639493,25430104664882833,2,526103913723107284,9751837298786061538572152,9512558384167073466945769,100494135608368975817271,118272042764044390792772,97039994655549488361379
649,4,7480543938374055655421,7528492644664800839244,7513173508806030457536,45430104664882833,2,796846102941407136,9712905813438368790920295,9474542331390482250782873,100494135608368975817271,118273802011436765239439,97061521067896467287303
650,4,7367288288459581592855,7521849674322860427485,7360547686484624888259,43965668018252458,2,708761079781291083,9639664418509385343871693,9402525085323062160518496,100494135608368975817271,118725694934933269991287,97111084819109878643737
651,5,7128203616186894967479,7159212719327556235823,7151592778578967185277,42201306963925305,2,712428864766941201,9486920075719388040924905,9248711957662786378849501,100494135608368975817271,119915116253448796809941,97119457565277727295899
652,5,6845593042240605655872,6795370445849665484150,6784682404461645604772,50000000000000000,2,847130402345111424,9303274528227602619502628,9063595148375307850797438,100494135608368975817271,122081735111894519037068,98105882926162030093409
653,5,6624804327247567444437,6803589342696083386911,6633134143362789188912,50000000000000000,2,905522782200780639,9152766377671765830597303,8916147335505522514531758,100494135608368975817271,122715527447878161072126,98176100576196098515700
654,5,6435651052025672043327,6487500474519528619318,6480216425948287441751,46492705082481119,2,884668597172996367,9026335950008943190539624,8787987942164754429289214,100494135608368975817271,123719035010796966364602,98194502070130755576841
655,5,6232603103786903489395,6538259312204883059577,6283708807771138967082,50000000000000000,2,925031991235504153,8885275819093155704211336,8648264807511401099400677,100494135608368975817271,125359939125791995790357,98883644601458491340441
656,5,5984462469109665862609,6036423798434118116262,6026430820675280909069,41005293172332353,2,796293694612062255,8712261257066791770818014,8474339292128906005371245,100943507650818176944791,127882055253552760385024,98909563195239040746778
657,5,5740487057143245599395,5751399654360435892397,5744195484162383458631,50000000000000000,2,890278287163519679,8538173894565535022476328,8299750108777422966675303,100943507650818176944791,130333732004303011357735,98911253734664486578961
658,5,5516598003326895448350,5796657362880191743534,5562200029949723549568,50000000000000000,2,918682552522121149,8372578118874963556493892,8136356534265025893746799,100943507650818176944791,131996096647187769798401,99590314334520787083430
659,5,5291440204509376798401,5299999259113755069057,5289811293795389337272,40968173886882421,2,823082005042185071,8205281120639256837313988,7968518303856847844976913,101632520712785822590795,134476760640923478944932,99614313540538819185285
660,5,5106430183341448285400,5316623686616456298927,5123233690061022747270,50000000000000000,2,896645902272214250,8062196937370072139040266,7827983619024628105968161,101632520712785822590795,135694844436080929350285,99848456814891145857902
661,5,4905474465797205918889,4881634815405955236878,4870908147616057702763,44890186883436652,2,862794802517435107,7908272347803098609216128,7672446121509263829073215,101632520712785822590795,137504174819934324060924,100431100332980568681672
662,5,4733840886579623507337,4864346545729277963218,4716389065386079696604,50000000000000000,2,914676951095981993,7769741454254027515271871,7536994385515220187635038,101632520712785822590795,138271764668423444937629,100572338372464643636195
663,5,4533142081168072990875,4526309969237398227617,4517349399031264760668,50000000000000000,2,916320888073756833,7609691816670947330090070,7375491211300267050599202,101632520712785822590795,139719610744621911072877,100882526362939401764634
664,5,4395469837187219736723,4518642629877583203282,4387705686920780777747,50000000000000000,2,943799636933355154,7494123385683013224115735,7262622065259627012000839,101632520712785822590795,140398745199799459753648,100952175431681240288417
665,5,4224656649458326307912,4254121141334414240807,4247764908841486199149,48912821333654691,2,944337455787778741,7352551819735531004545162,7120130400991226702388786,101632520712785822590795,141675081123737840082240,100967518574052216299238
666,5,4080099499588015426882,4277083954137957321154,4103323471042336521862,50000000000000000,2,960955622607753631,7227628389758917438919497,6997255770931853127915340,101632520712785822590795,143093641132732464911786,101371706711835631615734
667,5,3961820525920749375938,3990845954280138374288,3984926807287012868966,43013945958620287,2,897753813958828470,7126138632770309461829852,6895088705075299567063875,101632520712785822590795,144155128945898857042426,101387517180685589240551
668,5,3840046916308286954968,3968458545151227392286,3817650528052221887631,50000000000000000,2,932661631379884004,7017175530028459351777738,6788295600769292239498084,101632520712785822590795,145318962877810126340034,101512949291852976597581
669,5,3716322933244585542627,3716021277504190821495,3709442550090009619673,50000000000000000,2,934917308105876818,6908181951054610786693753,6678017182124212536128188,101632520712785822590795,145923027733745318010504,101662576884172976090401
670,5,3564399090294515936519,3717682791389009129289,3566082451026711576203,50000000000000000,2,956296984072185837,6767004127353095640372505,6540091090146487462265209,101632520712785822590795,147223652274218490283352,101694062855212052918857
671,5,3440107073636319489210,3467963491587972734303,3462289941575367296841,47127481827568043,2,950848538711515336,6652747423419308114959630,6425084533302626794403506,101632520712785822590795,148262518201980428770538,101712085957789192210157
672,5,3310597540232172173881,3482832562206397966415,3325641023831523045991,50000000000000000,2,968114829742197009,6528363709232085434057428,6302965542477069224421301,101632520712785822590795,149843974446299312801970,102035022285003125525875
673,5,3186305849636193174004,3210745590311119298243,3205017813843335186596,43934678564307612,2,916338228728628569,6409026107246107229199374,6183526335006601287925205,101632520712785822590795,151259942139448959810457,102052099875467475131267
674,5,3099593616290927834627,3215361630928079273414,3104294528403922713982,50000000000000000,2,948522760972741752,6322233180846060713096534,6098782235137048423671989,101632520712785822590795,152112783104844516393527,102131972959905075975176
675,5,2986659335998833818660,2984199447323508339666,2978549847404122754428,46302789607044722,2,932113248213743672,6210531238395465668466252,5986650003916388657382794,101632520712785822590795,153229592090350078064119,102313331373226397176834
676,5,2889150054585292642987,2984899274502126908099,2889864400491979419514,50000000000000000,2,956108172550854719,6109119531819144195873843,5888106757248992607780047,101632520712785822590795,153913123587451546885984,102324919441292300416280
677,5,2779751498193362988623,2783127363255387663577,2778277151819799005542,47304597194529494,2,953395737081946917,5996716810699625567271827,5775553681292504582664998,101632520712785822590795,155002694850694364898269,102359893056787546148668
678,5,2674066302979478655556,2772168367646999948909,2663075991563112619751,50000000000000000,2,969286253235181413,5882866812606969265805151,5664709322135038478430509,101632520712785822590795,156037658694189600625095,102425259873604265836399
679,5,2578352977247496146934,2580638473549723061897,2575725204547064490115,50000000000000000,2,970006859054683886,5781084758077154149419642,5562395506397014813571600,101632520712785822590795,156764467726669050370710,102493630164834094891818
680,5,2497484461091980119648,2585208150640925730906,2502156771193661942013,50000000000000000,2,980424418052946368,5690549423409737688187650,5474471637254252453584191,101632520712785822590795,157415630883626589505535,102575893487908750667657
681,5,2519622866989287197497,2588912515156364253074,2523423792987870269533,46025676229675345,2,959402067577274342,5715389473429188338670759,5498680894486536237124990,101632520712785822590795,157448889847158230015625,102628367193993843896164
682,5,2564381369506309025243,2586241356975068463284,2561585468960132530247,42332441221698410,2,938583509530058629,5765515904762329288916776,5547304353379473607835214,101632520712785822590795,157628644690984264863099,102678510430772424142379
683,5,2583221882487772819946,2598963752106857430710,2596437541328188164949,40692692106504346,2,939165991746475983,5786631352666492786481063,5567662381088127437229855,101632520712785822590795,157677880327406076926209,102686099084179112713051
684,5,2602355980091758408753,2604450289652347757767,2604532670400901270832,34103358321116940,2,835713710479639080,5807996469734011438415196,5588226661337911295487071,101633755918847314215911,157681501536316267087517,102686099084179112713051
685,5,2620642349026195390747,2616406695686146862535,2616173673299552650515,29846005829483686,2,784571971950346251,5828439587372656074431587,5607827662035936625317480,101661741617422765096530,157708154141778528046221,102757404282617877180921
686,5,2657756823396451993727,2661551806096153941371,2661701156202639377094,23529127052082480,2,659084991485774580,5869566282251182945366380,5647397579052713826253680,101842144077884736465852,157883705609895942502505,102757404282617877180921
687,5,2674428831076041935443,2660679248793682688420,2660115288295566357960,3529127052082480,2,249029215440780536,5887992198207151846296110,5665101678501074010998729,101859289109496819567908,157899820351569104807798,102783423342903108472040
688,5,2715371506818981278668,2726237353570603405702,2726665311511901049129,0,2,253449886239720033,5932882605036865565645027,5708292075403135292484943,102166328145267970522953,158201423865112163022841,102783423342903108472040
689,5,2727639539093031588735,2739564657594730585384,2740034380556158478188,0,2,189355522964891049,5946272155916205917238623,5721174938535671144161039,102166524668578545868950,158201515128408729852209,102783423342903108472040
690,5,2761014565582026740973,2755201360310095251458,2754973016536748730560,0,2,255244304747183986,5982529529061426599711921,5756058941118740548913398,102212012327532483593658,158243377836913362265942,102783423342903108472040
691,5,2805721200408491971432,2810099309087045461355,2810271634583195758558,0,2,334193380462570381,6030768388774781353951756,5802471586255002316099250,102460897856477434953361,158485031284664025106262,102783423342903108472040
692,5,2817235544463294052722,2816144769098673041173,2816101865738661886754,0,2,543759637814597078,6043128771337136107194185,5814363929331856126929968,102465757061054340307081,158489483199777638888192,102783423342903108472040
693,5,2839125068200390266933,2849021249061952319753,2849410964120741083058,0,2,562508803997468334,6066569541871170180204070,5836918040326134448055108,102515843781503650057379,158537854713608424772258,102783423342903108472040
694,5,2880542321996682080682,2876443243280807773558,2876611541091332027591,20000000000000000,1,657524331736459514,6110988389245197016033633,5879330232071560924054533,102515843781503650057379,158624631055401098901956,102783592712329748961650
695,5,2895786778804061255377,2886430457112926727007,2906415816789307700901,40000000000000000,1,720211567443293118,6127360755896910835647328,5894875567799997273612127,102515843781503650057379,158657155990752962739260,102964214439782610358748
696,5,2951256310195005191333,2889819888932104594259,2954895918600850003330,42345828841740615,1,741603958014032690,6186180589719940564642956,5951057819521690577279711,102515843781503650057379,158831526817358735579968,103002382058071953122456
697,5,3002185733612123678393,2881711653445904054513,2993262410136161798965,40823808212768237,1,749703665397423386,6240292385990315342237982,6002191983623841871217428,102515843781503650057379,159020660142225516800264,103169077932612253398218
698,5,3058119241987986991317,3071904464459233892660,3074626668862578109001,20823808212768237,1,599641638938593289,6298997597819839500124258,6057862394034311949354282,103317774480336804158753,159368618782060367657794,103332804589060352548397
699,5,3099943754063941580479,3063534748162568827182,3091122245311838420739,40823808212768237,1,883569609482334426,6342020206574717482659026,6099131132692673950423906,103317774480336804158753,159419888026845547038033,103371818579784282646296
700,5,3145539339987379370658,3078571695532923979390,3161751197737906560385,45226399801100661,1,814890600846940223,6389111484677674001502159,6143836053999116313400562,103317774480336804158753,159653771390355739710483,103526417129383818242809
701,5,3178495155765433394314,3061014327885954321415,3159346436778270273193,46806698514555084,1,828886907706199485,6423260545856853780487616,6175944466143794793929764,103317774480336804158753,159675308016216893977169,103817819301010225777985
702,5,3218813589208780781324,3218174635001931977774,3221571547566895804033,39540520621098923,1,647050741642246598,6466028878676597234144911,6214963407269203564318019,103317774480336804158753,159945455122071153160101,103869118161065369921442
703,5,3275340106469699313509,3214178910693151987386,3271071906589521510452,50000000000000000,1,830959563469700401,6522847346355525625667775,6269298045673855885934634,103317774480336804158753,160160165981416849365055,103904715083359279347149
