block,scenario,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on
171,1,3360432956194487711661,3344930602263711665654,3344930443606371349324,0,1,568595782742915928,6350294426276438655852295,6350229209999456319237439,2446698450452829624137,2477729744171245105034,28344778608387552621
172,1,3372806490647590665208,3366069377747939317244,3366137154020535512711,4856720064411448,1,632300542502794412,6362025390703484375094991,6361895749672031428462932,2446698450452829624137,2532504233870235335292,28408228046342812622
173,1,3382459382278791867084,3398359958618453724255,3398484303378005501867,7606520257706164,1,699186757014307179,6371253452632690202823839,6371007712674407303868669,2446698450452829624137,2551138435581297755853,85464637879054060739
174,1,3386029616453889659477,3377010548379873554701,3377010200807629520989,13062556295123964,1,776279485651834387,6374603182614605472928848,6374357039371753313734936,2457226612228923649990,2561879201596141765953,85464637879054060739
175,1,3410797703109114449174,3398511881204632215537,3432406994652474832611,0,1,466227735152035764,6397879860879633930912703,6397654302322233620160772,2457226612228923649990,2641138417019320393796,85464637879054060739
176,1,3430608716238341996622,3447159281315199659786,3447159921178759090087,0,1,562387320003350810,6416441567324392756631373,6416193809564125096744433,2528097037979121574246,2641358674222017952587,85464637879054060739
177,1,3450351311281750080055,3469878100191698613094,3470079671783639420263,17443843804573037,1,709088664185141372,6435071052660047911268656,6434636914302272597719267,2528097037979121574246,2642047433259520330728,245153402810845740465
178,1,3458047076574766632313,3458781666924597426035,3458789295055508069022,20417984278069894,1,756289048080683196,6442224988616583003056500,6441782780932091177381233,2537490909792427725727,2651762907961020023076,252209909452268829141
179,1,3469557738905689584385,3444144884990539919614,3454851567317345514513,417984278069894,1,598235905414625399,6452981625353728251375977,6452509640824717461806121,2537490909792427725727,2659556633426621012606,273445304676690643969
180,1,3490522261313433037119,3504834217788136099365,3504835201264735694515,0,1,391059073141288680,6472417895232445602461377,6471973616140175723959378,2682238494237099419298,2744915038278019684894,273445304676690643969
181,1,3512544236144308880693,3520697654705546208725,3520858919070313178109,20000000000000000,1,634800682468355833,6492942230904623065106060,6492348553515884277793125,2682238494237099419298,2748832655706037417309,350067637858468447004
182,1,3513818683162811667017,3536199152024139581634,3536457491005911266696,22534403958968739,1,676629990369957582,6494383699825702002992071,6493555187130074302103700,2685343546224813920983,2752084551752884215892,584621550627370367745
183,1,3521138090507049549065,3536593274563978551885,3536781193153964520628,23695484902447641,1,716163929238947388,6501297904863241928997917,6500297274228658944987680,2700147868161276382508,2767398024642528547764,755123136146572244778
184,1,3528068536222185017693,3505135023133701947769,3505131508733726865838,21288357824596775,1,717260022124825730,6507711811230848857036980,6506709823215692172544744,2704885658563691274787,2772345971187702258835,755123136146572244778
185,1,3539516058320482267805,3510646816513135024901,3545059235349353227410,1288357824596775,1,238113700116149500,6518284343276264174660817,6517224769973397243855634,2704885658563691274787,2849979346478992691973,755123136146572244778
186,1,3562222984136493587478,3543481424843819279160,3543478540684916343485,0,1,282142714379340301,6539127092728374566905192,6538116951775935355956513,2878750753832207003063,2869044497715008696825,755123136146572244778
187,1,3584451415087530032624,3597565493257818854542,3597567521250869317746,0,1,497295255209889857,6559485706057528761782840,6558472416514644562679128,2987107100594734313202,2977399448002160343113,755123136146572244778
188,1,3610853497106328501341,3615282337949893576701,3615462588836899006063,20000000000000000,1,687682771135876515,6583752800206734037898606,6582572414540450012313596,2987107100594734313202,2988580258765763684278,797018639971155829788
189,1,3625101896352194404121,3601432318380032421371,3611192978435603823121,27126726470728170,1,729251460294775660,6596763875572127773639373,6595557859008942459822403,2987107100594734313202,2994425038287739200695,814153533795063943840
190,1,3652745940821644831265,3588079497759605952127,3639104557595698982121,7126726470728170,1,530324017824349639,6622097244989556859841251,6620657421758174381224702,2987107100594734313202,3102753015588793289244,900986902093701216683
191,1,3663207935971164800274,3678036136317642213568,3678038798225078726297,0,1,343381287394830076,6631322845484478981782992,6630133832584332457360664,3343051969595475843319,3138871537595685594499,900986902093701216683
192,1,3669131004645294401939,3661917819173786246719,3661916527502499864002,20000000000000000,1,674606377949629480,6636671472563928258782722,6635481496942630463701256,3347926821692006495654,3143748426363384650714,900986902093701216683
193,1,3682070460727678371099,3673632840261026745245,3693819755897663214362,0,1,506158823080721223,6648364680418288523868880,6647176667213106734416377,3347926821692006495654,3168778663321202620725,900986902093701216683
194,1,3710261786100189363157,3694916559430006916208,3694913816031255849489,0,1,547533278459496842,6673777286829509753690693,6672580661997148817924038,3430042608090232756850,3185231205295698091073,900986902093701216683
195,1,3719810758941818716319,3696460358586773546591,3696703315995091791614,20000000000000000,1,619588386846729625,6682603306484840697086167,6681179718358129844565892,3430042608090232756850,3222895229719359230094,901677860857201452669
196,1,3725915696292110579607,3711260783142305358127,3740990756207242648042,28131516114512140,1,624986399428993615,6688255451696228845014865,6686641204617216973820517,3430042608090232756850,3274679962169828196742,1039200040672445900247
197,1,3738193047234373507465,3716422698029188395499,3743451122874639990009,28961475033123495,1,679386169230031552,6699349696358325899768165,6697636801394470979894185,3430042608090232756850,3275148546967361549688,1090764576265959295684
198,1,3756242890525711404482,3701327908217143241284,3740901249483444267317,27619735597801318,1,698407792126332678,6715657543195907376247543,6713799478465278955407891,3430042608090232756850,3284914450815825352347,1163435063754793783744
199,1,3772224339657852119862,3713510808450732113920,3784573531533903451919,7619735597801318,1,395389584155386922,6729995595439809661031276,6728061605201816101192993,3430042608090232756850,3343387124129075472571,1163435063754793783744
200,1,3785716199360565075142,3766118250366900652745,3766113213393127468643,0,1,487646764253206824,6741835531742663729008361,6740096475472636798329667,3742566439231606846152,3343463904403137761196,1163435063754793783744
201,1,3809595373093624121111,3807592216176151816648,3808029930183811765442,20000000000000000,1,717945780114226583,6763431556867369973308858,6761297686667635995475597,3742566439231606846152,3454838586170837388483,1163514964830319889916
202,1,3835913071751399041794,3785769513166448726750,3813839859480594157686,37815952105439460,1,803781696830563695,6786899790215059816681529,6784640013871566604965371,3742566439231606846152,3499977163533649667075,1235567607185059801271
203,1,3837402560280732651806,3780294956154197381118,3831813903297815817495,17815952105439460,1,503600569914541151,6788261184034789121194429,6785930678716565842859726,3742566439231606846152,3532155872039082001463,1268810907177497635937
204,1,3861447446031157997911,3878275670224584642627,3878280986772427753128,0,1,428770644587675271,6809320092846454217516067,6807171846554870474696263,4126563918968724907762,3582655328326729295550,1268810907177497635937
205,1,3863559855210093497033,3842006865087654450324,3842000091733126557784,20000000000000000,1,727985270462074805,6811192905603789074776303,6809044075107456775485474,4138868686735940801851,3594965086972701502965,1268810907177497635937
206,1,3865366808852580167855,3849663653730154043825,3873049252748364749605,0,1,393065661800310541,6812772949403920760292542,6810612852167213044383328,4138868686735940801851,3626264941029529274162,1268810907177497635937
207,1,3867176140438469413295,3881770078884406789481,3881774688883270233432,0,1,422702580532803927,6814365221087113812641099,6812215380593036830223870,4156416095250984689435,3628225984354265964783,1268810907177497635937
208,1,3892916140411290908176,3889892184167143040434,3889891230401421800575,0,1,539866413089948019,6836994274120072726186659,6834837287145189482863757,4163442173607291285176,3635244028816394662683,1268810907177497635937
209,1,3919597218100076138098,3941168523080432209872,3941175340052230831777,0,1,567480464978884146,6860409107384903077638186,6858244749272579772858983,4213071447631160954775,3684860843598361651196,1268810907177497635937
210,1,3934515758369004895654,3940030954278401982840,3940088481021602935439,20000000000000000,1,705770351202866836,6873476999918376634842663,6871259909653918123408911,4215523734500063962381,3687317379170646363192,1317419899841701082748
211,1,3960960224580334822119,3931351100075660141332,3952208338116930709824,40000000000000000,1,690873701509700442,6896583991025319763448036,6894315110021365667122043,4215523734500063962381,3711372698326483024664,1337541269160993633764
212,1,3967886467674711860113,3932559163643728304662,3969112788965398616686,20000000000000000,1,560713696618427828,6902642278834918292947932,6900336133027988538494125,4215523734500063962381,3724892466968884136626,1343347705684898366201
213,1,3993624112308747887594,3923118872322147738999,3983960093735698289525,0,1,566524426105022763,6925198448749135062526765,6922684426915301326250075,4215523734500063962381,3757691126309637526581,1407383342083917003339
214,1,4006459731253088443412,4025246824234348716224,4025252922490855702806,0,1,387111010021661444,6936062307434366069142894,6933814246232509507258699,4598642576209882397962,3785179905164618650696,1407383342083917003339
215,1,4021265269775925561152,4009173748096974806779,4009169836645594568980,20000000000000000,1,757827308378183100,6948855176682141019022369,6946602961950118728428303,4599493269164510313415,3786032928144485181904,1407383342083917003339
216,1,4052756952082627822373,3994283128598547853809,4037618198650387709134,0,1,572700149127973281,6976187625901673374005185,6973754635053486382385948,4599493269164510313415,3887958694547010716906,1477414811919642524577
217,1,4059733153021569504633,4066663853312997295251,4066666101335417331147,0,1,401154183392945921,6982007463972374826837381,6979744500669089296739409,4830043884260457340942,3913990118672465848936,1477414811919642524577
218,1,4073555678660465760807,4078691016029201562516,4078814434534648967171,20000000000000000,1,638824766937681692,6993986683569497861818680,6991615584686918588575074,4830043884260457340942,3916494268857479479622,1522462393228265901307
219,1,4095484388112966382066,4089268065828953619220,4106303574261302333240,40000000000000000,1,666066537084457758,7012972467629132400408355,7010413552403333218431242,4830043884260457340942,3931071746379084792928,1689038530975842689939
220,1,4109449328815678593186,4103513390167160067426,4124099357988909693601,49619188139479730,1,691569055267600693,7025229681560385216687616,7022360576728339818078127,4830043884260457340942,3931586509493991170969,1969503189253519740535
221,1,4119167421656287721912,4086251213016774989431,4101799383958874879798,50000000000000000,1,726612154681803457,7033586221774280421784890,7030663530680139567257187,4830043884260457340942,3932844860146076833089,1997660836245118111604
